id,label,solidity,ratio_of_areas
1217,Alnus,0.918432114,1.543556258
805,Alnus,1,1.558642422
663,Alnus,1,1.6276345
1232,Alnus,0,1.604070179
983,Alnus,0.91651185,1.591933101
1581,Alnus,1,1.541786744
493,Alnus,0.952509876,1.54135402
1021,Alnus,0.957809038,1.458931753
1258,Alnus,0.951161565,1.515600371
868,Alnus,0.930310639,1.637214218
290,Alnus,0.951978825,1.481205362
55,Alnus,0.959016355,1.514393586
314,Alnus,0.935330312,1.613472506
1118,Alnus,0.953953718,1.44271041
954,Alnus,0.952087625,1.511757396
475,Alnus,0.947223058,1.514796346
788,Alnus,0.884615385,1.712771559
971,Alnus,0.903089419,1.742222222
1396,Alnus,0.904812981,1.697252517
1096,Alnus,0.905460988,1.734027204
1302,Alnus,0.921431333,1.626408225
738,Alnus,0.897720513,1.697975776
34,Alnus,0.921309512,1.72204589
1004,Alnus,0.921856428,1.686299866
376,Alnus,0.912185731,1.722741911
371,Alnus,0.907193816,1.744927761
1124,Alnus,0.923499851,1.475119717
1566,Alnus,0.925697654,1.512033245
717,Alnus,0.945264053,1.399453115
646,Alnus,0.942699925,1.40770424
357,Alnus,0.948200572,1.493105286
1255,Alnus,0.941011955,1.420384436
374,Alnus,0.942062408,1.439109123
1550,Alnus,0.932087778,1.463733036
334,Alnus,0.921648753,1.573919478
394,Alnus,0.937084787,1.48035197
196,Arundinaria,0.955084086,1.469487203
1488,Arundinaria,1,1.53756211
464,Arundinaria,0.965909892,1.509810922
1039,Arundinaria,0.964886115,1.501912708
1034,Arundinaria,0,1.509333454
412,Arundinaria,0.956663123,1.543324622
37,Arundinaria,0.954602033,1.476521227
423,Arundinaria,1,1.532259045
199,Arundinaria,0.957362985,1.54497966
454,Arundinaria,0.943916402,1.512120982
488,Betula,0.947657689,1.603868997
286,Betula,0.933337394,1.617800089
18,Betula,0.949359693,1.47754171
175,Betula,0.948230941,1.547242365
747,Betula,0.950449442,1.562895201
1097,Betula,0.937195689,1.604398895
672,Betula,0.951505687,1.597051684
758,Betula,0.941297514,1.568810733
443,Betula,0.935800391,1.612037861
341,Betula,0.937545803,1.623375107
1393,Betula,0.820434278,1.980502371
339,Betula,0.844626462,1.774551418
461,Betula,0.83653181,1.809586343
621,Betula,0.849459547,1.856443168
1213,Betula,0.886065483,1.663886572
1013,Betula,0.85862499,1.732378317
1052,Betula,0.861935643,1.74647398
1473,Betula,0.890582777,1.655060963
415,Betula,0.863276115,1.793564056
615,Betula,0.817139488,1.821007656
992,Callicarpa,0.931343412,1.82191562
558,Callicarpa,0.951670734,1.614929893
143,Callicarpa,0.947468387,1.676966335
73,Callicarpa,0.929594268,1.634342229
765,Callicarpa,0.961772321,1.651075694
1119,Callicarpa,0.959913147,1.607704343
1367,Callicarpa,0.951827607,1.698001187
1179,Callicarpa,0.953967419,1.64270454
380,Callicarpa,1,1.731301855
969,Callicarpa,0.956141476,1.646894632
1087,Castanea,0.897121859,1.619265778
1296,Castanea,0.872926033,1.720705731
1153,Castanea,0.861949793,1.756151485
1511,Castanea,0.909506746,1.62278571
425,Castanea,0.882953172,1.639980543
1229,Castanea,0.897751001,1.576804421
1273,Castanea,0.893596254,1.610951808
926,Castanea,0.88711109,1.614038478
769,Castanea,0.882680499,1.628519485
592,Castanea,0.918506004,1.527554923
153,Celtis,0.920462201,1.511222248
169,Celtis,0.922290475,1.55422878
249,Celtis,0.932503635,1.460882777
100,Celtis,0,1.60368383
1425,Celtis,0.921073513,1.62729882
1175,Celtis,0.93549486,1.464051095
566,Celtis,0.926999162,1.555011928
1277,Celtis,0.925734637,1.536007847
61,Celtis,0.929568573,1.503916449
115,Celtis,1,1.419306769
58,Cercis,0.974839251,1.300588316
582,Cercis,0.967461565,1.267043768
242,Cercis,0.977572273,1.307894597
551,Cercis,0.963042235,1.242519733
398,Cercis,0.973788668,1.28163256
427,Cercis,0.978937276,1.296868346
1094,Cercis,0.971716548,1.304306125
914,Cercis,0.96122146,1.241020016
1471,Cercis,0.979544192,1.30378166
88,Cercis,0.971693418,1.275820945
513,Cornus,0.951224188,1.604278949
450,Cornus,0.931941639,1.647909474
800,Cornus,0.948065103,1.655861699
42,Cornus,0.964336983,1.589529852
1461,Cornus,0.97721433,1.504589365
745,Cornus,0.960737802,1.544770697
1405,Cornus,0.933390427,1.636385949
662,Cornus,0.943302189,1.653133095
737,Cornus,0.974157417,1.490108449
1256,Cornus,0.946096605,1.637390481
881,Cornus,0.963072885,1.514433719
1398,Cornus,0.963585827,1.518111865
71,Cornus,0.973759771,1.4968607
1527,Cornus,0.968085106,1.461597536
273,Cornus,0.974055987,1.480460716
614,Cornus,0.971318992,1.49949761
757,Cornus,0.961895387,1.539726778
1169,Cornus,0.961237912,1.544137233
932,Cornus,0.972493071,1.482207217
1345,Cornus,1,1.5439631
217,Cornus,0.968442359,1.522144686
1208,Cornus,0.966240333,1.522330047
972,Cornus,0.962185156,1.57351173
635,Cornus,0.956550575,1.67045299
523,Cornus,0.96318031,1.595890236
463,Cornus,0.967167739,1.607139908
939,Cornus,0.969969503,1.494346059
837,Cornus,0.96374565,1.580791976
677,Cornus,0.970552887,1.644487532
467,Cornus,0.961447018,1.579079613
572,Cotinus,0.958101668,1.47198625
1431,Cotinus,0.950231397,1.496327937
831,Cotinus,0.964907931,1.487671108
1386,Cotinus,0.960064651,1.489161405
622,Cotinus,0.957176206,1.477958166
360,Cotinus,0.942153533,1.557114883
1112,Cotinus,0.954821451,1.53151318
60,Cotinus,0.963747004,1.44902284
224,Cotinus,0.967860797,1.4694902
552,Cotinus,0.96555246,1.487305637
1284,Crataegus,0.807864687,1.871009037
968,Crataegus,0.830392101,1.877322856
709,Crataegus,1,1.697038189
1017,Crataegus,0.82690386,1.710155469
218,Crataegus,0.752880955,1.862682781
366,Crataegus,0.833478551,1.828037553
1066,Crataegus,0.772519574,1.866424518
721,Crataegus,0.822362754,1.76188958
1372,Crataegus,1,2.313174913
630,Crataegus,0.819808018,1.781855598
1392,Cytisus,0.97007256,1.450514195
49,Cytisus,0.975779201,1.410811798
1460,Cytisus,0.978427143,1.43697479
1132,Cytisus,0.971922798,1.479317602
792,Cytisus,0.980552091,1.404678515
553,Cytisus,0.970654844,1.439507168
1263,Cytisus,0.980873949,1.412053404
571,Cytisus,0.971144299,1.45692131
1355,Cytisus,0.964193352,1.431041863
419,Cytisus,0.965538118,1.521366069
1239,Eucalyptus,0.632252024,2.457856149
289,Eucalyptus,0.641509048,2.141609355
678,Eucalyptus,0.583681837,2.182819367
882,Eucalyptus,0.895449946,1.549061092
56,Eucalyptus,0.618155762,2.205901273
752,Eucalyptus,0.764616328,1.980667608
720,Eucalyptus,0.883270471,1.933947186
689,Eucalyptus,0.895886923,1.61673684
771,Eucalyptus,0.73864505,2.093060607
844,Eucalyptus,0.679579228,2.172882193
302,Eucalyptus,0.967243722,1.455608686
1186,Eucalyptus,0.976383314,1.45843664
760,Eucalyptus,0.971709091,1.43660774
996,Eucalyptus,0.976592142,1.447839936
173,Eucalyptus,0.957898874,1.530357998
1378,Eucalyptus,0.975333715,1.455818449
797,Eucalyptus,0.963309305,1.533791969
606,Eucalyptus,0.98132403,1.452469807
588,Eucalyptus,0.981859163,1.419887361
1452,Eucalyptus,0.977138307,1.467399974
310,Eucalyptus,0.972385735,1.508291565
772,Eucalyptus,0.962572805,1.589568192
1344,Eucalyptus,0.954676433,1.546279911
1373,Eucalyptus,0.955592298,1.596807907
1514,Eucalyptus,0.967059103,1.539620011
904,Eucalyptus,0.971778515,1.476409565
1080,Eucalyptus,0.953455289,1.602738653
660,Eucalyptus,0.964141526,1.451013789
393,Eucalyptus,0.958051815,1.567760806
265,Eucalyptus,0.959952793,1.59142893
1202,Fagus,0.942329983,1.545170772
516,Fagus,0.963608243,1.515807916
25,Fagus,0.959042876,1.524337798
258,Fagus,0.975978313,1.461587813
623,Fagus,0.954786072,1.590950439
45,Fagus,0.956314309,1.569987882
335,Fagus,0.970157785,1.544409286
437,Fagus,0.9568039,1.647702018
774,Fagus,0.953774917,1.558918607
1289,Fagus,0.964270966,1.516230977
462,Ginkgo,0.901960784,1.686747538
178,Ginkgo,0.824875795,1.704021129
116,Ginkgo,0.826360482,1.597438744
645,Ginkgo,0.800544751,1.7781435
1319,Ginkgo,0.818994606,1.725464876
1309,Ginkgo,0.822377199,1.776972833
532,Ginkgo,0.806180564,1.866192528
1536,Ginkgo,0.793018723,1.8309045
806,Ginkgo,0.813950228,1.648783488
413,Ginkgo,0.786670964,1.870983181
1349,Ilex,0.945687441,1.557043496
963,Ilex,0.941051412,1.532113485
1346,Ilex,0.940893341,1.563470065
1438,Ilex,0.929127159,1.425177388
155,Ilex,0.937552785,1.516041009
1325,Ilex,0.912653409,1.575976085
910,Ilex,0.946542348,1.43067569
600,Ilex,0.946605819,1.549695452
248,Ilex,0.924521433,1.554140309
1501,Ilex,0.9132612,1.590545856
789,Ilex,0.97469836,1.404902505
1463,Ilex,0.980915913,1.341364337
1250,Ilex,0.976938938,1.377992745
231,Ilex,0.95884784,1.400268683
1056,Ilex,0.964798602,1.43001683
106,Ilex,0.977462805,1.398235586
1360,Ilex,0.963033714,1.499371931
1347,Ilex,0.966112508,1.435390789
697,Ilex,0.973320097,1.415575881
1574,Ilex,0.967321712,1.427629068
1197,Liquidambar,0.554323986,2.65052133
1391,Liquidambar,0.530599721,2.503169875
396,Liquidambar,0.567231045,2.508871738
827,Liquidambar,0.515865381,2.916153482
568,Liquidambar,0.479500659,2.972901683
573,Liquidambar,0.503103993,2.755852537
1350,Liquidambar,0.52832049,2.697245872
358,Liquidambar,0.510033027,2.514224033
124,Liquidambar,0.483603207,2.801689757
219,Liquidambar,0.533433858,2.610310667
538,Liriodendron,0.902647965,1.436598639
878,Liriodendron,0.83615856,1.501647322
794,Liriodendron,0.888772463,1.478305778
48,Liriodendron,0.833554269,1.619094816
85,Liriodendron,0.85655529,1.572030604
430,Liriodendron,0.837297387,1.636499997
501,Liriodendron,0.865653805,1.580445537
722,Liriodendron,0.860587688,1.511340617
122,Liriodendron,0.856475326,1.650149025
212,Liriodendron,0.812985762,1.530036311
325,Lithocarpus,0.978258039,1.490337037
908,Lithocarpus,0.985803104,1.458318957
348,Lithocarpus,0.982714381,1.421429086
252,Lithocarpus,0.984399842,1.511932265
149,Lithocarpus,0.9822703,1.413504574
585,Lithocarpus,0.987319214,1.405475425
811,Lithocarpus,0.987084875,1.452524956
597,Lithocarpus,0.978012127,1.50219615
519,Lithocarpus,0.977849709,1.497142539
1131,Lithocarpus,0.986483639,1.468591263
410,Lithocarpus,0.957209944,1.624418578
1147,Lithocarpus,0.976330323,1.532246924
1483,Lithocarpus,0.959634929,1.680895529
1394,Lithocarpus,0.951012115,1.624900021
241,Lithocarpus,0.962505307,1.61783522
1036,Lithocarpus,0.955051987,1.619900482
616,Lithocarpus,1,1.577227542
619,Lithocarpus,0.953225212,1.621979225
233,Lithocarpus,0.956701364,1.6888828
428,Lithocarpus,0.948215594,1.618407564
856,Magnolia,0.96858725,1.583177576
363,Magnolia,0.970066076,1.578231067
1384,Magnolia,0.970646181,1.530752261
328,Magnolia,0.961147743,1.608079936
809,Magnolia,0.967188913,1.609961997
214,Magnolia,0.971409376,1.52348808
854,Magnolia,0.959713972,1.583235101
1219,Magnolia,0.965304456,1.616548102
1031,Magnolia,0.955604438,1.604297276
1206,Magnolia,0.964183189,1.564214431
411,Magnolia,0.966038741,1.638325178
749,Magnolia,0.963094357,1.631345439
562,Magnolia,0.969705422,1.561614451
338,Magnolia,0.971408994,1.597442998
748,Magnolia,0.967446943,1.596490132
256,Magnolia,0.972056283,1.550575492
8,Magnolia,0.987569825,1.503072138
1049,Magnolia,0.976492878,1.536182703
874,Magnolia,0.970597181,1.557953711
1575,Magnolia,0.985509835,1.476654856
390,Morus,0.912771055,1.584779947
550,Morus,0.942405602,1.556178276
716,Morus,0.940706929,1.546498773
304,Morus,0.934894419,1.459091007
1254,Morus,0.955857757,1.548343312
711,Morus,0.952220912,1.530931379
981,Morus,0.922006638,1.575178495
1173,Morus,0.919002251,1.547426972
1228,Morus,0.927065625,1.598141696
1440,Morus,0.940082136,1.568764679
502,Olea,0.966178804,1.748749519
931,Olea,0.977982691,1.545028243
449,Olea,0.970360189,1.650444619
633,Olea,0.972110828,1.678809622
1499,Olea,0.978665667,1.511799632
732,Olea,0.980911728,1.830147521
1032,Olea,0.985266977,1.513157895
1251,Olea,0.976835627,1.678907505
1505,Olea,0.975099854,1.526851527
342,Olea,0.974591183,1.453539463
1330,Phildelphus,0.951348797,1.644628224
886,Phildelphus,0.982341163,1.516735622
269,Phildelphus,0.961951155,1.5798487
1271,Phildelphus,0.956854829,1.608040201
609,Phildelphus,0.949228922,1.674506766
952,Phildelphus,0.958277486,1.579113586
673,Phildelphus,0.978044606,1.452756087
1014,Phildelphus,0.965680944,1.615308589
520,Phildelphus,0.963503043,1.600598953
26,Phildelphus,0.967135074,1.611472715
970,Populus,0.891500793,1.877012185
656,Populus,0,1.737847222
740,Populus,0.934285714,1.586175143
559,Populus,0.91872202,1.735146482
30,Populus,0.929158637,1.684767246
455,Populus,0.916046084,1.772214622
933,Populus,0.902803047,1.792307049
994,Populus,0.923325947,1.785440147
294,Populus,0.935237768,1.682673091
367,Populus,0.75,1.793238228
1223,Populus,0.888542518,1.746773202
1545,Populus,0.891529541,1.79690205
440,Populus,0.891582706,1.780648687
530,Populus,0.900555732,1.695687848
388,Populus,0.905039775,1.64692623
1001,Populus,0.896102825,1.713972507
694,Populus,0.869122338,1.758764842
1521,Populus,0.90403958,1.600360303
237,Populus,0.888802878,1.724173271
561,Populus,0.88687504,1.754359847
634,Populus,0.893485414,1.66728147
601,Populus,0.900761193,1.66018066
397,Populus,0.892340136,1.670223064
883,Populus,0.902511592,1.54071707
470,Populus,0.883773662,1.706716187
1413,Populus,0.874706844,1.726268232
712,Populus,0.904582236,1.666866791
282,Populus,0.897925502,1.605535192
188,Populus,0.896126626,1.697539797
985,Populus,0.905039644,1.584006246
894,Prunus,0.88747828,1.749023576
987,Prunus,0.907989183,1.699849553
924,Prunus,1,1.709048179
1286,Prunus,0.908906363,1.717457512
81,Prunus,0.896610193,1.698008365
1340,Prunus,0.896634884,1.678327134
456,Prunus,0.924080402,1.62226507
1322,Prunus,0.899227334,1.743386289
865,Prunus,0.896737945,1.690071004
145,Prunus,0.905370434,1.668812905
1547,Prunus,0.928463472,1.636759973
542,Prunus,0.918360322,1.71161276
1324,Prunus,0.93061555,1.746524761
1496,Prunus,0.936264844,1.627620262
1414,Prunus,0.916459732,1.800666936
1172,Prunus,0.921996178,1.607231335
80,Prunus,0.893499994,1.741834549
1411,Prunus,0.918299607,1.637839559
1468,Prunus,0.917138994,1.721481112
859,Prunus,0.919982373,1.655669038
1023,Pterocarya,0.966860113,1.473434011
1076,Pterocarya,0.966358191,1.359153114
762,Pterocarya,0.967876487,1.349360088
966,Pterocarya,0.968528958,1.404037308
1518,Pterocarya,0.952740883,1.351499784
2,Pterocarya,0.966038967,1.342772213
1328,Pterocarya,0.972559629,1.423791002
937,Pterocarya,0.968486319,1.374504764
431,Pterocarya,0.967358677,1.316233272
1408,Pterocarya,0.966096505,1.398912315
1310,Quercus,0.8779121,1.664126429
1584,Quercus,0.920053704,1.588436046
955,Quercus,1,1.643069281
759,Quercus,0.878201442,1.627564132
595,Quercus,1,1.608818382
1157,Quercus,0.896069857,1.561823115
134,Quercus,0.898477105,1.659785421
21,Quercus,0.8421826,1.729260431
1134,Quercus,0.883245432,1.635872579
260,Quercus,0.884752231,1.651154118
517,Quercus,0.934676425,1.492079387
206,Quercus,0.938676669,1.479758688
387,Quercus,0.937288397,1.53371998
478,Quercus,0.926390757,1.361317216
392,Quercus,0.946574396,1.396076839
142,Quercus,0.940210685,1.425149454
340,Quercus,0.958813484,1.360371401
204,Quercus,0.920309763,1.448088152
243,Quercus,0.937215843,1.427725774
1457,Quercus,0.927878479,1.411913877
508,Quercus,0.96495055,1.383929795
958,Quercus,0.940969192,1.438359607
1312,Quercus,0.949367917,1.497542642
861,Quercus,0.943102732,1.459803698
75,Quercus,1,1.478255254
728,Quercus,0.945519428,1.477467264
1374,Quercus,0.950526588,1.458766063
849,Quercus,0.93765954,1.473160051
133,Quercus,0,1.505682467
1449,Quercus,0.936430073,1.462206124
1507,Quercus,0.892162925,1.659042675
452,Quercus,0.876924115,1.743569132
642,Quercus,0.870991878,1.810127876
14,Quercus,0.921777941,1.528173552
1205,Quercus,0.882712812,1.661185741
999,Quercus,0.876234194,1.730455768
896,Quercus,0.911662062,1.575717077
494,Quercus,0.912321315,1.664390233
742,Quercus,0.926349588,1.553739344
1424,Quercus,0.874721836,1.679394218
179,Quercus,0.918901521,1.562870801
848,Quercus,0.919028891,1.56272609
1358,Quercus,0.918095238,1.508630642
948,Quercus,0.924334114,1.581634159
76,Quercus,0.938871342,1.397289937
596,Quercus,0.926624688,1.448331419
1095,Quercus,0.941009676,1.502779292
826,Quercus,0.914649444,1.623046651
139,Quercus,0.931966046,1.489916541
10,Quercus,0.91936033,1.599735231
1048,Quercus,0.943567478,1.566538555
492,Quercus,0.919869367,1.566103914
228,Quercus,0.923830653,1.538094752
1051,Quercus,0.891491416,1.695996068
863,Quercus,0.885737066,1.702558159
766,Quercus,0.92379208,1.549812255
825,Quercus,0.925458857,1.451681768
1037,Quercus,0.900576237,1.755652296
1508,Quercus,0.916271271,1.615386076
815,Quercus,0.912925246,1.640817181
901,Quercus,0.823054731,1.760771812
1283,Quercus,0.733670835,2.076306197
667,Quercus,1,1.779064206
165,Quercus,0.80311616,1.891755046
1554,Quercus,0.825440431,1.757205526
548,Quercus,0.744210008,2.090580812
240,Quercus,0.760459964,1.993149853
1220,Quercus,1,1.796033887
1502,Quercus,0.808946534,1.924177527
897,Quercus,0.736505744,2.057625265
1291,Quercus,0.972124215,1.451539018
283,Quercus,0,1.492717709
1479,Quercus,1,1.482406555
458,Quercus,1,1.421154724
168,Quercus,0.968124196,1.534545399
821,Quercus,0.973102575,1.465460489
923,Quercus,0.974533558,1.503531402
326,Quercus,0.974173091,1.414662565
1061,Quercus,1,1.550831652
675,Quercus,0.965916943,1.466230689
1390,Quercus,0.93233394,1.432291805
1145,Quercus,0.950472023,1.426662479
69,Quercus,0.923353193,1.489466292
87,Quercus,0.9379609,1.463926312
1257,Quercus,0.946928918,1.395609528
632,Quercus,0.93245496,1.465068133
22,Quercus,0.940952448,1.423982869
1083,Quercus,0.945771875,1.352191483
840,Quercus,0.943207845,1.393929253
1027,Quercus,0.94495771,1.429915181
163,Quercus,1,2.947693009
605,Quercus,0,2.915719531
1007,Quercus,0.54463805,3.000774752
1530,Quercus,1,2.900971906
576,Quercus,0.557629153,2.70259687
510,Quercus,0.521800027,2.739200753
469,Quercus,0.532764315,2.754841499
841,Quercus,0.601552232,2.628903104
1539,Quercus,0.501939402,3.143200377
189,Quercus,0.518024354,2.779251378
129,Quercus,0.917464833,1.481709448
1142,Quercus,0.942158965,1.414561031
257,Quercus,0,1.56770192
768,Quercus,0.914535843,1.528731349
1072,Quercus,0.954317484,1.481404896
426,Quercus,0.972244018,1.358949609
755,Quercus,0.947131788,1.390946502
63,Quercus,0.876695965,1.6693835
369,Quercus,0.949758932,1.54307981
382,Quercus,0.181818182,1.40068139
581,Quercus,0.981711378,1.419227169
706,Quercus,0.968421177,1.537411054
1110,Quercus,0.975834431,1.508544922
1167,Quercus,0.982147395,1.377728184
816,Quercus,0.973840872,1.334918478
309,Quercus,0.974603451,1.379714906
270,Quercus,0.968323219,1.359569825
1275,Quercus,0.977884562,1.473028029
684,Quercus,0.978521984,1.382287337
330,Quercus,0.981514537,1.521149675
1292,Quercus,0.969309776,1.473149459
1123,Quercus,0.970330692,1.435505481
315,Quercus,0.964475477,1.490012921
101,Quercus,0.961296729,1.465764561
920,Quercus,0.980266739,1.347309489
1236,Quercus,0.967888957,1.424424348
215,Quercus,0.970386067,1.419697477
898,Quercus,0,1.444158298
899,Quercus,0.971179039,1.417155804
1101,Quercus,0.972905108,1.459293114
1281,Quercus,0.53260812,3.077807737
445,Quercus,0.543984874,2.164152278
767,Quercus,0.497379565,3.218235659
779,Quercus,0.537446793,2.992399166
938,Quercus,0.548651343,2.806879943
824,Quercus,0.466211484,3.43261419
1419,Quercus,1,2.813703937
344,Quercus,0.508569587,3.162982968
490,Quercus,0.50976367,3.014094708
564,Quercus,0.47298655,3.114564324
1480,Quercus,0.954512996,1.505127623
1327,Quercus,0.96629042,1.399371154
682,Quercus,0.953641696,1.491798319
1225,Quercus,0.924491195,1.524112042
654,Quercus,0.962497675,1.441969919
785,Quercus,0.927443265,1.492360698
82,Quercus,0.966460492,1.412239166
871,Quercus,0.966245445,1.360691802
1516,Quercus,0.95398787,1.480443317
1166,Quercus,0.953306906,1.50688626
275,Quercus,0.888670625,1.737800382
1171,Quercus,0.925592358,1.570269428
3,Quercus,0.8762506,1.819207794
628,Quercus,0.906531348,1.579431648
66,Quercus,0.904525988,1.615507339
1436,Quercus,0.924887523,1.536137062
1081,Quercus,0.903952376,1.633562138
801,Quercus,1,1.758870098
1130,Quercus,0.896973575,1.760480956
1366,Quercus,0.916781097,1.557716007
733,Quercus,0.948086331,1.606421046
618,Quercus,0.961197044,1.575801984
267,Quercus,0.955956255,1.56995657
539,Quercus,0.966380168,1.498063839
803,Quercus,0.958455192,1.595946735
35,Quercus,0.959318081,1.554290748
1348,Quercus,0.953313409,1.698756059
1006,Quercus,0.961028334,1.544268643
777,Quercus,0.954075798,1.479117399
1294,Quercus,0.952115371,1.545230821
497,Quercus,0.973003535,1.536589022
263,Quercus,0.979610662,1.489562343
1194,Quercus,0.983585101,1.487950951
812,Quercus,0.982191683,1.45417263
1365,Quercus,0.97557643,1.497031443
1282,Quercus,0.976828628,1.542379047
1380,Quercus,0.985630655,1.443290578
979,Quercus,0.983852839,1.432223751
435,Quercus,0.974275343,1.447288539
307,Quercus,0.979111353,1.471065943
1339,Quercus,0.928206748,1.592950609
879,Quercus,0.93196382,1.518052097
1244,Quercus,0.936349447,1.585841356
1329,Quercus,0.91669604,1.557756853
664,Quercus,0.93300234,1.428693154
1100,Quercus,0.930146505,1.520153551
1353,Quercus,0.929815742,1.523841794
918,Quercus,0.916370455,1.581564037
1253,Quercus,0.945496834,1.548174035
851,Quercus,0.913244825,1.552929282
202,Quercus,1,1.686373446
1168,Quercus,1,1.721014934
852,Quercus,1,1.675188221
487,Quercus,1,1.473762765
349,Quercus,1,1.749823193
1454,Quercus,1,1.729621662
67,Quercus,1,1.549217947
1529,Quercus,0,1.72854613
944,Quercus,1,1.707262306
989,Quercus,0,1.594080499
1459,Quercus,0.835655151,2.111760365
1388,Quercus,0.853763214,1.981810775
1180,Quercus,0.823914408,2.109226296
1559,Quercus,0.852095059,2.001612872
1571,Quercus,0.814163211,2.173483985
730,Quercus,0.935366279,1.661770091
485,Quercus,0.683779801,2.689487039
724,Quercus,0.902268484,1.771932897
693,Quercus,0.861901526,1.973726907
753,Quercus,0.88036394,1.893304982
130,Quercus,0.425634864,4.294489963
417,Quercus,0.464722312,3.660040614
1446,Quercus,0.429603418,3.922681824
1262,Quercus,0.429956712,3.934423194
329,Quercus,0.461787564,3.93778054
354,Quercus,0.404423226,4.215629771
1093,Quercus,0.433592641,3.827270404
1024,Quercus,0.458060708,2.94879626
262,Quercus,0.462160819,3.677773427
802,Quercus,0.391923566,4.28054653
1113,Quercus,0.976714276,1.391259034
1144,Quercus,0.974221702,1.429815959
1475,Quercus,0.979736435,1.391132333
1572,Quercus,0.966483516,1.535626834
