id,label,length_width_ratio,perimeter_area_ratio
864,Acer,1.16194332,0.026491729
1182,Acer,1.0625,0.044820785
167,Acer,1.026272578,0.030735463
253,Acer,1.040935673,0.035556723
1003,Acer,1.029574861,0.03558205
78,Acer,1.191208791,0.041507315
365,Acer,1.041666667,0.041242586
1184,Acer,1.273607748,0.038303909
186,Alnus,1.414225941,0.009097551
1435,Alnus,1.422604423,0.010834638
505,Alnus,1.351851852,0.009255483
629,Alnus,1.308390023,0.010278221
198,Alnus,1.461711712,0.010025218
839,Alnus,1.363106796,0.008501726
1235,Alnus,1.428270042,0.009250096
1477,Alnus,1.361616162,0.009022345
647,Alnus,1.423423423,0.009948085
1242,Alnus,1.437379576,0.008281827
877,Alnus,1.463157895,0.016634638
1287,Alnus,1.545454545,0.016338602
140,Alnus,1.5,0.016478053
893,Alnus,1.627118644,0.016526853
1217,Alnus,1.766961652,0.016495127
805,Alnus,1.597765363,0.015139175
663,Alnus,1.64265928,0.015632128
1232,Alnus,1.524193548,0.017848859
983,Alnus,1.543478261,0.015650942
1581,Alnus,1.411609499,0.015869154
493,Alnus,1.456,0.009620759
1021,Alnus,1.284,0.009821656
1258,Alnus,1.501176471,0.010771019
868,Alnus,1.493478261,0.01142869
290,Alnus,1.330039526,0.009864901
55,Alnus,1.455723542,0.010268654
314,Alnus,1.696145125,0.010667854
1118,Alnus,1.383429672,0.009047864
954,Alnus,1.290909091,0.01029967
475,Alnus,1.5,0.011362671
788,Alnus,1.951219512,0.012269224
971,Alnus,2.160714286,0.013753116
1396,Alnus,1.922746781,0.011889906
1096,Alnus,2.19895288,0.013763922
1302,Alnus,2.102484472,0.015130489
738,Alnus,2.107692308,0.016832937
34,Alnus,1.952914798,0.012589545
1004,Alnus,1.98089172,0.011554283
376,Alnus,2.194647202,0.012802461
371,Alnus,2.095454545,0.012520915
1124,Alnus,1.19266055,0.017986444
1566,Alnus,1.252873563,0.017160453
717,Alnus,1.107238606,0.015915987
646,Alnus,1.21,0.01827818
357,Alnus,1.211038961,0.017480473
1255,Alnus,1.321428571,0.017741095
374,Alnus,1.219047619,0.017667634
1550,Alnus,1.310541311,0.016662587
334,Alnus,1.276162791,0.017874079
394,Alnus,1.341954023,0.016250387
196,Arundinaria,12.79674797,0.023947233
1488,Arundinaria,7.807453416,0.019882694
464,Arundinaria,7.86163522,0.019409142
1039,Arundinaria,12.24409449,0.023735826
1034,Arundinaria,10.62773723,0.022261064
412,Arundinaria,8.590909091,0.020300723
37,Arundinaria,11.21212121,0.022439555
423,Arundinaria,6.813953488,0.018341441
199,Arundinaria,8.139240506,0.019906475
454,Arundinaria,9.231292517,0.020732262
488,Betula,1.983014862,0.010645939
286,Betula,1.87184874,0.010779841
18,Betula,1.838709677,0.011889683
175,Betula,1.754455446,0.009786326
747,Betula,2.083732057,0.011779301
1097,Betula,1.885650224,0.011001514
672,Betula,1.913580247,0.01079471
758,Betula,1.941883768,0.009318171
443,Betula,1.87063655,0.010250168
341,Betula,2.015384615,0.011423369
1393,Betula,1.609756098,0.028485274
339,Betula,1.451282051,0.029069394
461,Betula,1.349056604,0.027219006
621,Betula,1.467248908,0.024175453
1213,Betula,1.197478992,0.024113232
1013,Betula,1.31512605,0.024069208
1052,Betula,1.407407407,0.029319808
1473,Betula,1.28959276,0.023938407
415,Betula,1.393364929,0.026888715
615,Betula,1.361111111,0.027585811
992,Callicarpa,2.848275862,0.014375138
558,Callicarpa,2.455782313,0.013313958
143,Callicarpa,3.3671875,0.014864351
73,Callicarpa,3.37944664,0.015095651
765,Callicarpa,2.792114695,0.013552524
1119,Callicarpa,2.7,0.013397536
1367,Callicarpa,3.200757576,0.014051059
1179,Callicarpa,2.815884477,0.013464916
380,Callicarpa,3.393822394,0.014593489
969,Callicarpa,3.037453184,0.01373572
1087,Castanea,2.073170732,0.014334103
1296,Castanea,2.329741379,0.014072089
1153,Castanea,2.357142857,0.015869014
1511,Castanea,2.281632653,0.012328929
425,Castanea,2.650900901,0.013409487
1229,Castanea,2.243902439,0.014585023
1273,Castanea,2.401544402,0.012432282
926,Castanea,2.193258427,0.013404487
769,Castanea,2.901176471,0.012831748
592,Castanea,2.225321888,0.01092777
153,Celtis,1.75074184,0.013650632
169,Celtis,1.820895522,0.01416185
249,Celtis,1.625,0.014328041
100,Celtis,1.72,0.013669749
1425,Celtis,1.811046512,0.01443454
1175,Celtis,1.675516224,0.014431265
566,Celtis,1.729651163,0.013819458
1277,Celtis,1.8,0.013185008
61,Celtis,1.679300292,0.013633353
115,Celtis,1.448467967,0.014202191
58,Cercis,1.136597938,0.011165838
582,Cercis,1.189839572,0.01122167
242,Cercis,1.05955335,0.011058668
551,Cercis,1.148541114,0.011653308
398,Cercis,1.124031008,0.010993361
427,Cercis,1.029484029,0.011201862
1094,Cercis,1.109414758,0.011418045
914,Cercis,1.177419355,0.011386832
1471,Cercis,1.125641026,0.010988593
88,Cercis,1.121447028,0.011477664
513,Cornus,2.12254902,0.009943653
450,Cornus,2.26056338,0.014018185
800,Cornus,2.30071599,0.009457593
42,Cornus,2.052516411,0.008747372
1461,Cornus,1.690566038,0.007451976
745,Cornus,2.002164502,0.008491088
1405,Cornus,2.289473684,0.009572236
662,Cornus,2.299212598,0.010490705
737,Cornus,1.822894168,0.008423453
1256,Cornus,2.07112069,0.008834999
881,Cornus,1.597733711,0.011516548
1398,Cornus,1.593220339,0.011511907
71,Cornus,1.486263736,0.011318202
1527,Cornus,1.533898305,0.011413147
273,Cornus,1.450819672,0.011213188
614,Cornus,1.684210526,0.011593034
757,Cornus,1.78041543,0.011894427
1169,Cornus,1.744868035,0.011750649
932,Cornus,1.479338843,0.011321989
1345,Cornus,1.843373494,0.012089758
217,Cornus,1.892183288,0.010333018
1208,Cornus,2.029239766,0.011038349
972,Cornus,1.99375,0.012393255
635,Cornus,2.639705882,0.01364274
523,Cornus,2.04290429,0.013018507
463,Cornus,1.971530249,0.014091923
939,Cornus,1.892857143,0.009936139
837,Cornus,1.978915663,0.011733244
677,Cornus,2.431818182,0.012175475
467,Cornus,2.158064516,0.012342389
572,Cotinus,1.58,0.011339352
1431,Cotinus,1.67638484,0.011577622
831,Cotinus,1.511111111,0.011318576
1386,Cotinus,1.537815126,0.011313472
622,Cotinus,1.624277457,0.01142375
360,Cotinus,1.523160763,0.011734167
1112,Cotinus,1.663793103,0.011690128
60,Cotinus,1.455801105,0.011188163
224,Cotinus,1.501392758,0.011535628
552,Cotinus,1.385638298,0.01134293
1284,Crataegus,1.008080808,0.019179348
968,Crataegus,1.13490364,0.017354106
709,Crataegus,1.274463007,0.017687436
1017,Crataegus,1.085526316,0.019024457
218,Crataegus,1.439613527,0.02447402
366,Crataegus,1.020576132,0.016767021
1066,Crataegus,1.079497908,0.020605373
721,Crataegus,1.064239829,0.018294581
1372,Crataegus,1.201980198,0.024562886
630,Crataegus,1.104121475,0.017776867
1392,Cytisus,2.356097561,0.017169142
49,Cytisus,2.125,0.017261697
1460,Cytisus,2.245614035,0.020286239
1132,Cytisus,2.35078534,0.017853446
792,Cytisus,2.134328358,0.016909118
553,Cytisus,2.441314554,0.01571293
1263,Cytisus,2.217142857,0.019340349
571,Cytisus,2.241573034,0.019713629
1355,Cytisus,2.369047619,0.020353566
419,Cytisus,2.140495868,0.015097637
1239,Eucalyptus,3.267175573,0.021863733
289,Eucalyptus,3.28125,0.017799531
678,Eucalyptus,2.878881988,0.016826695
882,Eucalyptus,4.151041667,0.017796224
56,Eucalyptus,3.103305785,0.021944677
752,Eucalyptus,3.065843621,0.019102636
720,Eucalyptus,3.628571429,0.017323436
689,Eucalyptus,4.084158416,0.01791847
771,Eucalyptus,4.057416268,0.022261326
844,Eucalyptus,3.523584906,0.023668395
302,Eucalyptus,3.551724138,0.013865623
1186,Eucalyptus,3.043824701,0.013043214
760,Eucalyptus,2.88671875,0.012727052
996,Eucalyptus,2.378091873,0.012056527
173,Eucalyptus,3.582278481,0.013865121
1378,Eucalyptus,3.213114754,0.013112533
797,Eucalyptus,3.872807018,0.014322827
606,Eucalyptus,2.564102564,0.012267327
588,Eucalyptus,2.417266187,0.012039127
1452,Eucalyptus,2.572992701,0.012465721
310,Eucalyptus,2.301526718,0.013833596
772,Eucalyptus,2.181818182,0.013066481
1344,Eucalyptus,2.531746032,0.014310995
1373,Eucalyptus,2.091205212,0.012695455
1514,Eucalyptus,2.04494382,0.01396179
904,Eucalyptus,1.828313253,0.011568105
1080,Eucalyptus,2.446280992,0.015438487
660,Eucalyptus,2.042857143,0.013009839
393,Eucalyptus,2.284090909,0.013935258
265,Eucalyptus,2.161392405,0.012129569
1202,Fagus,1.628272251,0.011022813
516,Fagus,1.523573201,0.01041405
25,Fagus,1.712820513,0.010573002
258,Fagus,1.559585492,0.010309084
623,Fagus,1.704960836,0.011125883
45,Fagus,1.63255814,0.010053623
335,Fagus,1.579746835,0.010733419
437,Fagus,1.531818182,0.010578718
774,Fagus,1.75,0.009914139
1289,Fagus,1.766666667,0.012144664
462,Ginkgo,1.585561497,0.013461612
178,Ginkgo,1.487113402,0.014065961
116,Ginkgo,1.388174807,0.013277768
645,Ginkgo,1.401960784,0.014065083
1319,Ginkgo,1.470737913,0.013756381
1309,Ginkgo,1.430693069,0.01396393
532,Ginkgo,1.379146919,0.013889839
1536,Ginkgo,1.446078431,0.014101433
806,Ginkgo,1.544,0.014109106
413,Ginkgo,1.389548694,0.013970555
1349,Ilex,1.779874214,0.013659642
963,Ilex,1.920634921,0.013056027
1346,Ilex,1.810298103,0.011708963
1438,Ilex,1.705539359,0.012628469
155,Ilex,1.777456647,0.01261052
1325,Ilex,1.580952381,0.011426505
910,Ilex,1.677740864,0.013515676
600,Ilex,1.965616046,0.011722366
248,Ilex,1.874576271,0.01449013
1501,Ilex,1.90504451,0.013115236
789,Ilex,1.740425532,0.01561084
1463,Ilex,1.657894737,0.015672908
1250,Ilex,1.710084034,0.015321147
231,Ilex,1.861244019,0.017206042
1056,Ilex,1.70531401,0.01810247
106,Ilex,1.67281106,0.01750213
1360,Ilex,1.930693069,0.018956264
1347,Ilex,1.640186916,0.018211351
697,Ilex,1.708333333,0.017032235
1574,Ilex,1.906403941,0.017990514
1197,Liquidambar,1.318343195,0.012082253
1391,Liquidambar,1.206163656,0.012201381
396,Liquidambar,1.167346939,0.014003819
827,Liquidambar,1.206349206,0.015205218
568,Liquidambar,1.276159655,0.013115412
573,Liquidambar,1.167152575,0.011214482
1350,Liquidambar,1.154239019,0.011454402
358,Liquidambar,1.285513361,0.015173849
124,Liquidambar,1.212273642,0.011964437
219,Liquidambar,1.377204885,0.014059049
538,Liriodendron,1.095180723,0.005643801
878,Liriodendron,1.172684458,0.008091442
794,Liriodendron,1.135883905,0.00632649
48,Liriodendron,1.055367232,0.006146602
85,Liriodendron,1.031884058,0.007644482
430,Liriodendron,1.094235033,0.006018261
501,Liriodendron,1.007821229,0.005990615
722,Liriodendron,1.156906077,0.0054486
122,Liriodendron,1.025498891,0.006071741
212,Liriodendron,1.134163209,0.007644246
325,Lithocarpus,2.720221607,0.009383395
908,Lithocarpus,2.437974684,0.0085417
348,Lithocarpus,2.666666667,0.008702936
252,Lithocarpus,2.458515284,0.007558078
149,Lithocarpus,2.462724936,0.008538029
585,Lithocarpus,2.541450777,0.008414309
811,Lithocarpus,2.396648045,0.009405634
597,Lithocarpus,2.357326478,0.009235201
519,Lithocarpus,2.359459459,0.009529504
1131,Lithocarpus,2.329048843,0.008842367
410,Lithocarpus,2.664310954,0.012865506
1147,Lithocarpus,2.304054054,0.012516224
1483,Lithocarpus,2.666666667,0.013002804
1394,Lithocarpus,2.323432343,0.012378406
241,Lithocarpus,2.47440273,0.012376049
1036,Lithocarpus,2.334437086,0.012508179
616,Lithocarpus,2.480968858,0.012802752
619,Lithocarpus,2.37,0.012714249
233,Lithocarpus,2.913043478,0.013212473
428,Lithocarpus,2.432432432,0.012476744
856,Magnolia,1.877755511,0.007946988
363,Magnolia,1.79350348,0.009336851
1384,Magnolia,1.794432548,0.008335419
328,Magnolia,1.709507042,0.007341686
809,Magnolia,1.620869565,0.00734532
214,Magnolia,1.710629921,0.007747684
854,Magnolia,1.684021544,0.007327295
1219,Magnolia,1.688695652,0.007255755
1031,Magnolia,1.723232323,0.008385577
1206,Magnolia,1.826722338,0.008333769
411,Magnolia,2.203252033,0.010605531
749,Magnolia,2.201591512,0.010510346
562,Magnolia,2.087912088,0.01065199
338,Magnolia,2.184986595,0.010283708
748,Magnolia,2.336870027,0.010050855
256,Magnolia,1.982248521,0.01140713
8,Magnolia,1.961340206,0.009875638
1049,Magnolia,2.056756757,0.010071362
874,Magnolia,2.076923077,0.009376054
1575,Magnolia,1.896373057,0.009783324
390,Morus,1.175105485,0.01330164
550,Morus,1.33819242,0.008162085
716,Morus,1.215946844,0.009608939
304,Morus,1.301369863,0.01059705
1254,Morus,1.289433384,0.008245425
711,Morus,1.256157635,0.006985161
981,Morus,1.131147541,0.013039944
1173,Morus,1.206779661,0.010292113
1228,Morus,1.209302326,0.0118725
1440,Morus,1.277108434,0.008656356
502,Olea,3.300653595,0.025009619
931,Olea,3.660550459,0.030018828
449,Olea,3.279069767,0.027040106
633,Olea,2.85840708,0.032703188
1499,Olea,3.859649123,0.027698243
732,Olea,2.840909091,0.03135283
1032,Olea,3.634782609,0.027480484
1251,Olea,3.308270677,0.027541887
1505,Olea,3.954545455,0.028686301
342,Olea,3.690909091,0.027860049
1330,Phildelphus,2.137931034,0.012722627
886,Phildelphus,2.238095238,0.013512162
269,Phildelphus,2.232484076,0.012230309
1271,Phildelphus,2.065217391,0.010924186
609,Phildelphus,2.235087719,0.013881587
952,Phildelphus,2.088957055,0.011907048
673,Phildelphus,1.563380282,0.009575258
1014,Phildelphus,2.132450331,0.012923266
520,Phildelphus,1.939473684,0.010641703
26,Phildelphus,2.208053691,0.012952005
970,Populus,1.533665835,0.012824709
656,Populus,1.43358396,0.012579191
740,Populus,1.322418136,0.012168857
559,Populus,1.515463918,0.012663138
30,Populus,1.602150538,0.012287421
455,Populus,1.548969072,0.012357501
933,Populus,1.573643411,0.012722724
994,Populus,1.397560976,0.01220541
294,Populus,1.426395939,0.011900329
367,Populus,1.496221662,0.012486312
1223,Populus,1.183673469,0.012611259
1545,Populus,1.20045045,0.013128322
440,Populus,1.148230089,0.012425708
530,Populus,1.102222222,0.012064302
388,Populus,1.212765957,0.012234366
1001,Populus,1.183066362,0.012509862
694,Populus,1.139689579,0.012875081
1521,Populus,1.053691275,0.012086108
237,Populus,1.167800454,0.012511008
561,Populus,1.130530973,0.012593425
634,Populus,1.237762238,0.012464411
601,Populus,1.269230769,0.014156671
397,Populus,1.275058275,0.012163874
883,Populus,1.538043478,0.012634164
470,Populus,1.439528024,0.015010833
1413,Populus,1.265582656,0.014876182
712,Populus,1.219907407,0.012637097
282,Populus,1.191873589,0.011977815
188,Populus,1.120204604,0.014679936
985,Populus,1.224586288,0.012079896
894,Prunus,2.27173913,0.016560828
987,Prunus,2.444108761,0.014771696
924,Prunus,2.705357143,0.014453584
1286,Prunus,2.503597122,0.012726642
81,Prunus,2.692090395,0.016081055
1340,Prunus,2.181818182,0.014692839
456,Prunus,2.90060241,0.013466613
1322,Prunus,2.507204611,0.015049404
865,Prunus,2.246537396,0.017092882
145,Prunus,2.711956522,0.013218221
1547,Prunus,1.957055215,0.014605778
542,Prunus,2.349090909,0.017005328
1324,Prunus,2.184491979,0.013472267
1496,Prunus,1.645539906,0.012764751
1414,Prunus,2.029325513,0.015185392
1172,Prunus,1.755144033,0.011630927
80,Prunus,1.771698113,0.011808929
1411,Prunus,1.75,0.013179117
1468,Prunus,1.859913793,0.012845591
859,Prunus,1.829885057,0.013111086
1023,Pterocarya,3.541237113,0.017799102
1076,Pterocarya,3.395939086,0.01742861
762,Pterocarya,3.44047619,0.019398858
966,Pterocarya,3.479166667,0.017657748
1518,Pterocarya,3.362694301,0.018116098
2,Pterocarya,3.286486486,0.017548677
1328,Pterocarya,3.165680473,0.01979434
937,Pterocarya,2.885350318,0.021297567
431,Pterocarya,3.965909091,0.017625063
1408,Pterocarya,3.533742331,0.019921031
1310,Quercus,2.25,0.014929909
1584,Quercus,2.003095975,0.013445927
955,Quercus,1.817391304,0.013687497
759,Quercus,1.555256065,0.013122881
595,Quercus,1.696883853,0.013413985
1157,Quercus,2.283333333,0.014485814
134,Quercus,1.990936556,0.014084614
21,Quercus,1.967647059,0.014992093
1134,Quercus,2.115987461,0.01467784
260,Quercus,1.887905605,0.014505438
517,Quercus,1.425257732,0.010945606
206,Quercus,1.44047619,0.01260248
387,Quercus,1.605263158,0.012130371
478,Quercus,1.797687861,0.011347895
392,Quercus,1.609418283,0.010902846
142,Quercus,1.620111732,0.010961104
340,Quercus,1.224324324,0.011387155
204,Quercus,1.510971787,0.013477114
243,Quercus,1.674846626,0.0121199
1457,Quercus,1.604863222,0.012281258
508,Quercus,1.492836676,0.011416742
958,Quercus,1.174563591,0.011590892
1312,Quercus,1.437837838,0.011860745
861,Quercus,1.371657754,0.011778133
75,Quercus,1.526610644,0.012201978
728,Quercus,1.54084507,0.012485639
1374,Quercus,1.293506494,0.011724605
849,Quercus,1.363395225,0.012353751
133,Quercus,1.671511628,0.011913008
1449,Quercus,1.272493573,0.01235496
1507,Quercus,2.290429043,0.016031685
452,Quercus,2.077586207,0.015266382
642,Quercus,1.961956522,0.014524843
14,Quercus,2.60546875,0.01533078
1205,Quercus,2.150306748,0.015308793
999,Quercus,2.085152838,0.011643456
896,Quercus,2.072992701,0.01634116
494,Quercus,2.216066482,0.012546321
742,Quercus,2.294117647,0.012057299
1424,Quercus,2.252631579,0.016548876
179,Quercus,2.607594937,0.017243587
848,Quercus,2.487889273,0.014590086
1358,Quercus,2.789256198,0.015986775
948,Quercus,2.388059701,0.012729794
76,Quercus,3.353174603,0.013569999
596,Quercus,2.704,0.015074645
1095,Quercus,2.659722222,0.01273842
826,Quercus,2.440677966,0.013884538
139,Quercus,2.212643678,0.011404011
10,Quercus,2.615131579,0.013185504
1048,Quercus,2.510510511,0.011383779
492,Quercus,2.472826087,0.010531731
228,Quercus,2.786350148,0.011189042
1051,Quercus,2.657681941,0.011567635
863,Quercus,2.675,0.012262858
766,Quercus,2.686842105,0.010146201
825,Quercus,2.614609572,0.009300097
1037,Quercus,2.473684211,0.016610829
1508,Quercus,2.567567568,0.010042159
815,Quercus,2.590909091,0.012555464
901,Quercus,2.751724138,0.017629022
1283,Quercus,2.157303371,0.021407959
667,Quercus,2.656565657,0.016163441
165,Quercus,2.37037037,0.018466568
1554,Quercus,2.585284281,0.01665767
548,Quercus,2.771428571,0.020951802
240,Quercus,2.002762431,0.021522525
1220,Quercus,2.475728155,0.018348972
1502,Quercus,2.413580247,0.018120235
897,Quercus,3.480286738,0.020499616
1291,Quercus,2.956692913,0.012867633
283,Quercus,2.713754647,0.012732608
1479,Quercus,2.653136531,0.012652064
458,Quercus,2.660377358,0.012551346
168,Quercus,3.154150198,0.013369716
821,Quercus,2.70411985,0.01259645
923,Quercus,2.59057971,0.012556095
326,Quercus,2.645283019,0.01230638
1061,Quercus,2.580071174,0.012568036
675,Quercus,2.707865169,0.012623616
1390,Quercus,2.030674847,0.022803897
1145,Quercus,1.813253012,0.022613711
69,Quercus,1.603174603,0.03218633
87,Quercus,1.883116883,0.024322287
1257,Quercus,1.886363636,0.028448898
632,Quercus,1.923566879,0.024410592
22,Quercus,1.834482759,0.025917448
1083,Quercus,1.74,0.025040583
840,Quercus,1.711538462,0.02426291
1027,Quercus,1.587912088,0.022265115
163,Quercus,1.149741824,0.024456006
605,Quercus,1.370510397,0.020975087
1007,Quercus,1.301270417,0.022346284
1530,Quercus,1.143598616,0.020288535
576,Quercus,1.164556962,0.02259171
510,Quercus,1.171171171,0.024199121
469,Quercus,1.072164948,0.024744176
841,Quercus,1.213483146,0.02136356
1539,Quercus,1.148333333,0.024923587
189,Quercus,1.166071429,0.0233251
129,Quercus,2.029032258,0.01284214
1142,Quercus,1.815625,0.012196328
257,Quercus,1.893939394,0.012822852
768,Quercus,1.857142857,0.012837088
1072,Quercus,2.108552632,0.012049567
426,Quercus,1.735202492,0.011225963
755,Quercus,1.600591716,0.01176757
63,Quercus,1.920118343,0.014634369
369,Quercus,1.935185185,0.012267282
382,Quercus,1.941558442,0.012160066
581,Quercus,3.451612903,0.025244017
706,Quercus,3.369565217,0.024772994
1110,Quercus,3.385135135,0.022460938
1167,Quercus,3.612676056,0.021031131
816,Quercus,3.320610687,0.023191529
309,Quercus,3.266666667,0.026045639
270,Quercus,3.839160839,0.020608202
1275,Quercus,3.424460432,0.023064764
684,Quercus,3.684563758,0.02005813
330,Quercus,3.21969697,0.025569414
1292,Quercus,1.878504673,0.011712864
1123,Quercus,2.226804124,0.012187881
315,Quercus,2.135313531,0.012221631
101,Quercus,1.872274143,0.011936057
920,Quercus,2.135416667,0.011714412
1236,Quercus,1.721212121,0.011596626
215,Quercus,2.188356164,0.011862008
898,Quercus,1.805555556,0.011809884
899,Quercus,1.743119266,0.011648064
1101,Quercus,1.980707396,0.011745887
1281,Quercus,1.162818955,0.019699101
445,Quercus,1.094007051,0.015515183
767,Quercus,1.120670391,0.020294905
779,Quercus,1.372294372,0.019238191
938,Quercus,1.4,0.022267062
824,Quercus,1.149595687,0.026249281
1419,Quercus,1.338129496,0.017704547
344,Quercus,1.037296037,0.021261349
490,Quercus,1.29519774,0.020571031
564,Quercus,1.095074456,0.021719416
1480,Quercus,1.727536232,0.011733876
1327,Quercus,2.050724638,0.013221897
682,Quercus,1.95112782,0.014631194
1225,Quercus,2.336996337,0.014770868
654,Quercus,1.854304636,0.012610416
785,Quercus,1.888513514,0.013844544
82,Quercus,1.908163265,0.012809426
871,Quercus,2.185314685,0.012141558
1516,Quercus,1.882352941,0.011715641
1166,Quercus,2.006920415,0.013278075
275,Quercus,1.725274725,0.013759968
1171,Quercus,1.584487535,0.013056935
3,Quercus,1.631853786,0.013869678
628,Quercus,1.850746269,0.013421747
66,Quercus,1.587431694,0.013591333
1436,Quercus,1.620396601,0.013473418
1081,Quercus,1.754285714,0.0136903
801,Quercus,1.655080214,0.014108584
1130,Quercus,1.81512605,0.014169933
1366,Quercus,1.950617284,0.012810565
733,Quercus,2.564971751,0.020930372
618,Quercus,2.626943005,0.018310358
267,Quercus,2.380681818,0.02096994
539,Quercus,2.515151515,0.021089939
803,Quercus,2.848314607,0.019983377
35,Quercus,2.226600985,0.018972118
1348,Quercus,2.49112426,0.023756655
1006,Quercus,2.797619048,0.020770179
777,Quercus,3.283783784,0.022003331
1294,Quercus,3.183206107,0.026080561
497,Quercus,2.598837209,0.01011282
263,Quercus,2.789634146,0.010268907
1194,Quercus,2.750684932,0.009156059
812,Quercus,3.108108108,0.010738621
1365,Quercus,2.71849866,0.009063994
1282,Quercus,2.815625,0.010806069
1380,Quercus,2.493606138,0.008495623
979,Quercus,2.98265896,0.009257439
435,Quercus,3.040677966,0.010933355
307,Quercus,2.839116719,0.010487726
1339,Quercus,2.336134454,0.016443765
879,Quercus,2.706422018,0.016606277
1244,Quercus,2.52991453,0.016278777
1329,Quercus,2.379746835,0.016466996
664,Quercus,2.196721311,0.014889503
1100,Quercus,1.947916667,0.01434835
1353,Quercus,2.37745098,0.018312592
918,Quercus,2.472560976,0.012027849
1253,Quercus,2.356846473,0.015652744
851,Quercus,2.047457627,0.014302149
202,Quercus,2.602739726,0.014293748
1168,Quercus,2.465346535,0.013549682
852,Quercus,2.222222222,0.01659234
487,Quercus,2.333333333,0.013409889
349,Quercus,2.644067797,0.015041939
1454,Quercus,2.445901639,0.014428084
67,Quercus,2.920454545,0.014583095
1529,Quercus,2.8,0.014987877
944,Quercus,2.761403509,0.01510919
989,Quercus,2.543554007,0.014075934
1459,Quercus,2.106589147,0.009943374
1388,Quercus,2.311004785,0.011656613
1180,Quercus,2.096997691,0.012489136
1559,Quercus,2.983213429,0.010803928
1571,Quercus,2.62716763,0.014885457
730,Quercus,2.434567901,0.009812571
485,Quercus,3.012931034,0.013566181
724,Quercus,2.508130081,0.008396666
693,Quercus,2.383587786,0.009276404
753,Quercus,2.74559194,0.011786942
130,Quercus,1.013986014,0.02582286
417,Quercus,1.071979434,0.023725181
1446,Quercus,1.184110971,0.023516273
1262,Quercus,1.015082956,0.028392808
329,Quercus,1.010123735,0.023582626
