id,label,number_corners,solidity
364,Acer,58,0.829110174
148,Acer,77,0.812323876
713,Acer,84,0.852530581
652,Acer,93,0.81592101
641,Acer,74,0.84229724
651,Acer,76,0.838576334
1520,Acer,92,0.860818783
404,Acer,72,0.841356447
570,Acer,75,0.849677641
763,Acer,65,0.487821227
506,Acer,63,0.560119359
864,Acer,63,0.513203475
1182,Acer,49,0.4742164
167,Acer,60,0.505330012
253,Acer,59,0.538021107
1003,Acer,44,0.525148638
78,Acer,66,0.549223546
365,Acer,57,0.493158567
1184,Acer,44,0.552647258
186,Alnus,35,0.967937012
1435,Alnus,12,0.963043026
505,Alnus,18,0.971407171
629,Alnus,22,0.966463135
198,Alnus,17,0.953079637
839,Alnus,26,0.967525725
1235,Alnus,15,0.9649225
1477,Alnus,34,0.965255716
647,Alnus,27,0.956998089
1242,Alnus,22,0.967313181
877,Alnus,50,1
1287,Alnus,61,1
140,Alnus,69,0.914913176
893,Alnus,67,0
1217,Alnus,79,0.918432114
805,Alnus,65,1
663,Alnus,51,1
1232,Alnus,54,0
983,Alnus,63,0.91651185
1581,Alnus,73,1
493,Alnus,40,0.952509876
1021,Alnus,23,0.957809038
1258,Alnus,23,0.951161565
868,Alnus,46,0.930310639
290,Alnus,29,0.951978825
55,Alnus,33,0.959016355
314,Alnus,44,0.935330312
1118,Alnus,25,0.953953718
954,Alnus,25,0.952087625
475,Alnus,26,0.947223058
788,Alnus,55,0.884615385
971,Alnus,46,0.903089419
1396,Alnus,52,0.904812981
1096,Alnus,45,0.905460988
1302,Alnus,43,0.921431333
738,Alnus,39,0.897720513
34,Alnus,54,0.921309512
1004,Alnus,53,0.921856428
376,Alnus,62,0.912185731
371,Alnus,63,0.907193816
1124,Alnus,54,0.923499851
1566,Alnus,76,0.925697654
717,Alnus,69,0.945264053
646,Alnus,50,0.942699925
357,Alnus,46,0.948200572
1255,Alnus,42,0.941011955
374,Alnus,77,0.942062408
1550,Alnus,76,0.932087778
334,Alnus,72,0.921648753
394,Alnus,66,0.937084787
196,Arundinaria,1,0.955084086
1488,Arundinaria,2,1
464,Arundinaria,3,0.965909892
1039,Arundinaria,1,0.964886115
1034,Arundinaria,2,0
412,Arundinaria,1,0.956663123
37,Arundinaria,2,0.954602033
423,Arundinaria,1,1
199,Arundinaria,1,0.957362985
454,Arundinaria,1,0.943916402
488,Betula,82,0.947657689
286,Betula,79,0.933337394
18,Betula,49,0.949359693
175,Betula,68,0.948230941
747,Betula,68,0.950449442
1097,Betula,69,0.937195689
672,Betula,66,0.951505687
758,Betula,67,0.941297514
443,Betula,74,0.935800391
341,Betula,64,0.937545803
1393,Betula,27,0.820434278
339,Betula,22,0.844626462
461,Betula,17,0.83653181
621,Betula,15,0.849459547
1213,Betula,28,0.886065483
1013,Betula,24,0.85862499
1052,Betula,20,0.861935643
1473,Betula,18,0.890582777
415,Betula,16,0.863276115
615,Betula,22,0.817139488
992,Callicarpa,10,0.931343412
558,Callicarpa,3,0.951670734
143,Callicarpa,22,0.947468387
73,Callicarpa,16,0.929594268
765,Callicarpa,3,0.961772321
1119,Callicarpa,3,0.959913147
1367,Callicarpa,2,0.951827607
1179,Callicarpa,4,0.953967419
380,Callicarpa,3,1
969,Callicarpa,6,0.956141476
1087,Castanea,12,0.897121859
1296,Castanea,25,0.872926033
1153,Castanea,33,0.861949793
1511,Castanea,25,0.909506746
425,Castanea,22,0.882953172
1229,Castanea,14,0.897751001
1273,Castanea,33,0.893596254
926,Castanea,12,0.88711109
769,Castanea,19,0.882680499
592,Castanea,23,0.918506004
153,Celtis,38,0.920462201
169,Celtis,25,0.922290475
249,Celtis,37,0.932503635
100,Celtis,34,0
1425,Celtis,31,0.921073513
1175,Celtis,32,0.93549486
566,Celtis,36,0.926999162
1277,Celtis,30,0.925734637
61,Celtis,41,0.929568573
115,Celtis,42,1
58,Cercis,2,0.974839251
582,Cercis,1,0.967461565
242,Cercis,3,0.977572273
551,Cercis,1,0.963042235
398,Cercis,2,0.973788668
427,Cercis,3,0.978937276
1094,Cercis,4,0.971716548
914,Cercis,3,0.96122146
1471,Cercis,3,0.979544192
88,Cercis,3,0.971693418
513,Cornus,2,0.951224188
450,Cornus,2,0.931941639
800,Cornus,1,0.948065103
42,Cornus,3,0.964336983
1461,Cornus,3,0.97721433
745,Cornus,4,0.960737802
1405,Cornus,5,0.933390427
662,Cornus,2,0.943302189
737,Cornus,4,0.974157417
1256,Cornus,3,0.946096605
881,Cornus,2,0.963072885
1398,Cornus,2,0.963585827
71,Cornus,2,0.973759771
1527,Cornus,2,0.968085106
273,Cornus,2,0.974055987
614,Cornus,1,0.971318992
757,Cornus,2,0.961895387
1169,Cornus,2,0.961237912
932,Cornus,2,0.972493071
1345,Cornus,3,1
217,Cornus,4,0.968442359
1208,Cornus,2,0.966240333
972,Cornus,5,0.962185156
635,Cornus,2,0.956550575
523,Cornus,3,0.96318031
463,Cornus,2,0.967167739
939,Cornus,3,0.969969503
837,Cornus,3,0.96374565
677,Cornus,4,0.970552887
467,Cornus,1,0.961447018
572,Cotinus,1,0.958101668
1431,Cotinus,1,0.950231397
831,Cotinus,1,0.964907931
1386,Cotinus,1,0.960064651
622,Cotinus,1,0.957176206
360,Cotinus,1,0.942153533
1112,Cotinus,1,0.954821451
60,Cotinus,1,0.963747004
224,Cotinus,2,0.967860797
552,Cotinus,1,0.96555246
1284,Crataegus,35,0.807864687
968,Crataegus,38,0.830392101
709,Crataegus,36,1
1017,Crataegus,48,0.82690386
218,Crataegus,44,0.752880955
366,Crataegus,24,0.833478551
1066,Crataegus,47,0.772519574
721,Crataegus,39,0.822362754
1372,Crataegus,29,1
630,Crataegus,32,0.819808018
1392,Cytisus,5,0.97007256
49,Cytisus,3,0.975779201
1460,Cytisus,1,0.978427143
1132,Cytisus,1,0.971922798
792,Cytisus,1,0.980552091
553,Cytisus,1,0.970654844
1263,Cytisus,1,0.980873949
571,Cytisus,1,0.971144299
1355,Cytisus,1,0.964193352
419,Cytisus,2,0.965538118
1239,Eucalyptus,1,0.632252024
289,Eucalyptus,2,0.641509048
678,Eucalyptus,2,0.583681837
882,Eucalyptus,3,0.895449946
56,Eucalyptus,1,0.618155762
752,Eucalyptus,2,0.764616328
720,Eucalyptus,3,0.883270471
689,Eucalyptus,1,0.895886923
771,Eucalyptus,2,0.73864505
844,Eucalyptus,2,0.679579228
302,Eucalyptus,2,0.967243722
1186,Eucalyptus,2,0.976383314
760,Eucalyptus,2,0.971709091
996,Eucalyptus,2,0.976592142
173,Eucalyptus,2,0.957898874
1378,Eucalyptus,2,0.975333715
797,Eucalyptus,2,0.963309305
606,Eucalyptus,1,0.98132403
588,Eucalyptus,3,0.981859163
1452,Eucalyptus,3,0.977138307
310,Eucalyptus,2,0.972385735
772,Eucalyptus,2,0.962572805
1344,Eucalyptus,1,0.954676433
1373,Eucalyptus,1,0.955592298
1514,Eucalyptus,3,0.967059103
904,Eucalyptus,2,0.971778515
1080,Eucalyptus,1,0.953455289
660,Eucalyptus,2,0.964141526
393,Eucalyptus,1,0.958051815
265,Eucalyptus,2,0.959952793
1202,Fagus,3,0.942329983
516,Fagus,4,0.963608243
25,Fagus,2,0.959042876
258,Fagus,1,0.975978313
623,Fagus,2,0.954786072
45,Fagus,5,0.956314309
335,Fagus,1,0.970157785
437,Fagus,2,0.9568039
774,Fagus,2,0.953774917
1289,Fagus,1,0.964270966
462,Ginkgo,1,0.901960784
178,Ginkgo,1,0.824875795
116,Ginkgo,1,0.826360482
645,Ginkgo,2,0.800544751
1319,Ginkgo,1,0.818994606
1309,Ginkgo,2,0.822377199
532,Ginkgo,2,0.806180564
1536,Ginkgo,8,0.793018723
806,Ginkgo,2,0.813950228
413,Ginkgo,1,0.786670964
1349,Ilex,12,0.945687441
963,Ilex,10,0.941051412
1346,Ilex,15,0.940893341
1438,Ilex,20,0.929127159
155,Ilex,9,0.937552785
1325,Ilex,14,0.912653409
910,Ilex,8,0.946542348
600,Ilex,12,0.946605819
248,Ilex,14,0.924521433
1501,Ilex,15,0.9132612
789,Ilex,2,0.97469836
1463,Ilex,3,0.980915913
1250,Ilex,2,0.976938938
231,Ilex,2,0.95884784
1056,Ilex,2,0.964798602
106,Ilex,1,0.977462805
1360,Ilex,2,0.963033714
1347,Ilex,3,0.966112508
697,Ilex,3,0.973320097
1574,Ilex,2,0.967321712
1197,Liquidambar,6,0.554323986
1391,Liquidambar,21,0.530599721
396,Liquidambar,9,0.567231045
827,Liquidambar,10,0.515865381
568,Liquidambar,10,0.479500659
573,Liquidambar,11,0.503103993
1350,Liquidambar,12,0.52832049
358,Liquidambar,8,0.510033027
124,Liquidambar,8,0.483603207
219,Liquidambar,6,0.533433858
538,Liriodendron,2,0.902647965
878,Liriodendron,3,0.83615856
794,Liriodendron,2,0.888772463
48,Liriodendron,5,0.833554269
85,Liriodendron,4,0.85655529
430,Liriodendron,3,0.837297387
501,Liriodendron,4,0.865653805
722,Liriodendron,4,0.860587688
122,Liriodendron,2,0.856475326
212,Liriodendron,8,0.812985762
325,Lithocarpus,3,0.978258039
908,Lithocarpus,1,0.985803104
348,Lithocarpus,2,0.982714381
252,Lithocarpus,2,0.984399842
149,Lithocarpus,1,0.9822703
585,Lithocarpus,2,0.987319214
811,Lithocarpus,2,0.987084875
597,Lithocarpus,2,0.978012127
519,Lithocarpus,3,0.977849709
1131,Lithocarpus,1,0.986483639
410,Lithocarpus,2,0.957209944
1147,Lithocarpus,2,0.976330323
1483,Lithocarpus,2,0.959634929
1394,Lithocarpus,1,0.951012115
241,Lithocarpus,2,0.962505307
1036,Lithocarpus,2,0.955051987
616,Lithocarpus,4,1
619,Lithocarpus,3,0.953225212
233,Lithocarpus,2,0.956701364
428,Lithocarpus,3,0.948215594
856,Magnolia,2,0.96858725
363,Magnolia,2,0.970066076
1384,Magnolia,3,0.970646181
328,Magnolia,2,0.961147743
809,Magnolia,3,0.967188913
214,Magnolia,2,0.971409376
854,Magnolia,3,0.959713972
1219,Magnolia,3,0.965304456
1031,Magnolia,3,0.955604438
1206,Magnolia,3,0.964183189
411,Magnolia,1,0.966038741
749,Magnolia,3,0.963094357
562,Magnolia,2,0.969705422
338,Magnolia,2,0.971408994
748,Magnolia,2,0.967446943
256,Magnolia,1,0.972056283
8,Magnolia,3,0.987569825
1049,Magnolia,2,0.976492878
874,Magnolia,3,0.970597181
1575,Magnolia,2,0.985509835
390,Morus,40,0.912771055
550,Morus,45,0.942405602
716,Morus,51,0.940706929
304,Morus,44,0.934894419
1254,Morus,33,0.955857757
711,Morus,52,0.952220912
981,Morus,31,0.922006638
1173,Morus,46,0.919002251
1228,Morus,45,0.927065625
1440,Morus,61,0.940082136
502,Olea,2,0.966178804
931,Olea,2,0.977982691
449,Olea,2,0.970360189
633,Olea,1,0.972110828
1499,Olea,2,0.978665667
732,Olea,2,0.980911728
1032,Olea,2,0.985266977
1251,Olea,2,0.976835627
1505,Olea,2,0.975099854
342,Olea,1,0.974591183
1330,Phildelphus,4,0.951348797
886,Phildelphus,6,0.982341163
269,Phildelphus,11,0.961951155
1271,Phildelphus,11,0.956854829
609,Phildelphus,5,0.949228922
952,Phildelphus,10,0.958277486
673,Phildelphus,14,0.978044606
1014,Phildelphus,3,0.965680944
520,Phildelphus,19,0.963503043
26,Phildelphus,4,0.967135074
970,Populus,1,0.891500793
656,Populus,3,0
740,Populus,4,0.934285714
559,Populus,4,0.91872202
30,Populus,4,0.929158637
455,Populus,4,0.916046084
933,Populus,3,0.902803047
994,Populus,3,0.923325947
294,Populus,2,0.935237768
367,Populus,4,0.75
1223,Populus,4,0.888542518
1545,Populus,6,0.891529541
440,Populus,4,0.891582706
530,Populus,2,0.900555732
388,Populus,5,0.905039775
1001,Populus,3,0.896102825
694,Populus,7,0.869122338
1521,Populus,3,0.90403958
237,Populus,8,0.888802878
561,Populus,5,0.88687504
634,Populus,6,0.893485414
601,Populus,6,0.900761193
397,Populus,5,0.892340136
883,Populus,5,0.902511592
470,Populus,5,0.883773662
1413,Populus,6,0.874706844
712,Populus,5,0.904582236
282,Populus,5,0.897925502
188,Populus,6,0.896126626
985,Populus,4,0.905039644
894,Prunus,86,0.88747828
987,Prunus,59,0.907989183
924,Prunus,84,1
1286,Prunus,91,0.908906363
81,Prunus,83,0.896610193
1340,Prunus,85,0.896634884
456,Prunus,72,0.924080402
1322,Prunus,68,0.899227334
865,Prunus,90,0.896737945
145,Prunus,86,0.905370434
1547,Prunus,52,0.928463472
542,Prunus,52,0.918360322
1324,Prunus,58,0.93061555
1496,Prunus,60,0.936264844
1414,Prunus,53,0.916459732
1172,Prunus,91,0.921996178
80,Prunus,74,0.893499994
1411,Prunus,75,0.918299607
1468,Prunus,100,0.917138994
859,Prunus,88,0.919982373
1023,Pterocarya,6,0.966860113
1076,Pterocarya,34,0.966358191
762,Pterocarya,34,0.967876487
966,Pterocarya,20,0.968528958
1518,Pterocarya,32,0.952740883
2,Pterocarya,19,0.966038967
1328,Pterocarya,12,0.972559629
937,Pterocarya,6,0.968486319
431,Pterocarya,4,0.967358677
1408,Pterocarya,33,0.966096505
1310,Quercus,11,0.8779121
1584,Quercus,15,0.920053704
955,Quercus,8,1
759,Quercus,8,0.878201442
595,Quercus,9,1
1157,Quercus,15,0.896069857
134,Quercus,15,0.898477105
21,Quercus,7,0.8421826
1134,Quercus,16,0.883245432
260,Quercus,11,0.884752231
517,Quercus,8,0.934676425
206,Quercus,6,0.938676669
387,Quercus,6,0.937288397
478,Quercus,13,0.926390757
392,Quercus,6,0.946574396
142,Quercus,8,0.940210685
340,Quercus,5,0.958813484
204,Quercus,12,0.920309763
243,Quercus,8,0.937215843
1457,Quercus,8,0.927878479
508,Quercus,4,0.96495055
958,Quercus,11,0.940969192
1312,Quercus,12,0.949367917
861,Quercus,11,0.943102732
75,Quercus,19,1
728,Quercus,16,0.945519428
1374,Quercus,11,0.950526588
849,Quercus,21,0.93765954
133,Quercus,13,0
1449,Quercus,18,0.936430073
1507,Quercus,26,0.892162925
452,Quercus,17,0.876924115
642,Quercus,18,0.870991878
14,Quercus,14,0.921777941
1205,Quercus,21,0.882712812
999,Quercus,25,0.876234194
896,Quercus,21,0.911662062
494,Quercus,17,0.912321315
742,Quercus,15,0.926349588
1424,Quercus,17,0.874721836
179,Quercus,10,0.918901521
848,Quercus,14,0.919028891
1358,Quercus,9,0.918095238
948,Quercus,22,0.924334114
76,Quercus,24,0.938871342
596,Quercus,22,0.926624688
1095,Quercus,6,0.941009676
826,Quercus,11,0.914649444
139,Quercus,12,0.931966046
10,Quercus,12,0.91936033
1048,Quercus,3,0.943567478
492,Quercus,9,0.919869367
228,Quercus,10,0.923830653
1051,Quercus,17,0.891491416
863,Quercus,17,0.885737066
766,Quercus,11,0.92379208
825,Quercus,11,0.925458857
1037,Quercus,14,0.900576237
1508,Quercus,15,0.916271271
815,Quercus,16,0.912925246
901,Quercus,13,0.823054731
1283,Quercus,14,0.733670835
667,Quercus,9,1
165,Quercus,11,0.80311616
1554,Quercus,11,0.825440431
548,Quercus,9,0.744210008
240,Quercus,15,0.760459964
1220,Quercus,12,1
1502,Quercus,12,0.808946534
897,Quercus,14,0.736505744
1291,Quercus,2,0.972124215
283,Quercus,4,0
1479,Quercus,4,1
458,Quercus,1,1
168,Quercus,2,0.968124196
821,Quercus,1,0.973102575
923,Quercus,2,0.974533558
326,Quercus,3,0.974173091
1061,Quercus,3,1
675,Quercus,1,0.965916943
1390,Quercus,4,0.93233394
1145,Quercus,5,0.950472023
69,Quercus,4,0.923353193
87,Quercus,3,0.9379609
1257,Quercus,5,0.946928918
632,Quercus,6,0.93245496
22,Quercus,5,0.940952448
1083,Quercus,5,0.945771875
840,Quercus,5,0.943207845
1027,Quercus,4,0.94495771
163,Quercus,15,1
605,Quercus,10,0
1007,Quercus,10,0.54463805
1530,Quercus,15,1
576,Quercus,10,0.557629153
510,Quercus,9,0.521800027
469,Quercus,9,0.532764315
841,Quercus,12,0.601552232
1539,Quercus,9,0.501939402
189,Quercus,14,0.518024354
129,Quercus,9,0.917464833
1142,Quercus,9,0.942158965
257,Quercus,10,0
768,Quercus,8,0.914535843
1072,Quercus,7,0.954317484
426,Quercus,6,0.972244018
755,Quercus,7,0.947131788
63,Quercus,6,0.876695965
369,Quercus,9,0.949758932
382,Quercus,9,0.181818182
581,Quercus,3,0.981711378
706,Quercus,2,0.968421177
1110,Quercus,3,0.975834431
1167,Quercus,4,0.982147395
816,Quercus,2,0.973840872
309,Quercus,4,0.974603451
270,Quercus,3,0.968323219
1275,Quercus,3,0.977884562
684,Quercus,3,0.978521984
330,Quercus,2,0.981514537
1292,Quercus,3,0.969309776
1123,Quercus,5,0.970330692
315,Quercus,4,0.964475477
101,Quercus,6,0.961296729
920,Quercus,4,0.980266739
1236,Quercus,3,0.967888957
215,Quercus,3,0.970386067
898,Quercus,3,0
899,Quercus,1,0.971179039
1101,Quercus,4,0.972905108
1281,Quercus,13,0.53260812
445,Quercus,8,0.543984874
767,Quercus,12,0.497379565
779,Quercus,13,0.537446793
938,Quercus,12,0.548651343
824,Quercus,10,0.466211484
1419,Quercus,9,1
344,Quercus,14,0.508569587
490,Quercus,16,0.50976367
564,Quercus,13,0.47298655
1480,Quercus,10,0.954512996
1327,Quercus,5,0.96629042
682,Quercus,5,0.953641696
1225,Quercus,12,0.924491195
654,Quercus,4,0.962497675
785,Quercus,8,0.927443265
82,Quercus,8,0.966460492
871,Quercus,6,0.966245445
1516,Quercus,7,0.95398787
1166,Quercus,3,0.953306906
275,Quercus,6,0.888670625
1171,Quercus,5,0.925592358
3,Quercus,5,0.8762506
628,Quercus,7,0.906531348
66,Quercus,4,0.904525988
1436,Quercus,6,0.924887523
1081,Quercus,10,0.903952376
801,Quercus,9,1
1130,Quercus,9,0.896973575
1366,Quercus,4,0.916781097
733,Quercus,2,0.948086331
618,Quercus,2,0.961197044
267,Quercus,2,0.955956255
539,Quercus,1,0.966380168
803,Quercus,2,0.958455192
35,Quercus,2,0.959318081
1348,Quercus,2,0.953313409
1006,Quercus,3,0.961028334
777,Quercus,2,0.954075798
1294,Quercus,2,0.952115371
497,Quercus,2,0.973003535
263,Quercus,2,0.979610662
1194,Quercus,1,0.983585101
812,Quercus,1,0.982191683
1365,Quercus,1,0.97557643
1282,Quercus,1,0.976828628
1380,Quercus,2,0.985630655
979,Quercus,2,0.983852839
435,Quercus,2,0.974275343
307,Quercus,2,0.979111353
1339,Quercus,6,0.928206748
879,Quercus,1,0.93196382
1244,Quercus,2,0.936349447
1329,Quercus,1,0.91669604
664,Quercus,2,0.93300234
1100,Quercus,4,0.930146505
1353,Quercus,1,0.929815742
918,Quercus,5,0.916370455
1253,Quercus,1,0.945496834
851,Quercus,4,0.913244825
202,Quercus,6,1
1168,Quercus,4,1
852,Quercus,12,1
487,Quercus,9,1
349,Quercus,12,1
1454,Quercus,6,1
67,Quercus,8,1
1529,Quercus,10,0
944,Quercus,9,1
989,Quercus,12,0
1459,Quercus,2,0.835655151
1388,Quercus,2,0.853763214
1180,Quercus,3,0.823914408
1559,Quercus,2,0.852095059
1571,Quercus,1,0.814163211
730,Quercus,2,0.935366279
485,Quercus,2,0.683779801
724,Quercus,2,0.902268484
693,Quercus,1,0.861901526
753,Quercus,1,0.88036394
130,Quercus,10,0.425634864
417,Quercus,13,0.464722312
1446,Quercus,16,0.429603418
1262,Quercus,11,0.429956712
329,Quercus,11,0.461787564
354,Quercus,12,0.404423226
1093,Quercus,16,0.433592641
1024,Quercus,16,0.458060708
262,Quercus,15,0.462160819
802,Quercus,13,0.391923566
1113,Quercus,3,0.976714276
1144,Quercus,2,0.974221702
1475,Quercus,1,0.979736435
1572,Quercus,2,0.966483516
1098,Quercus,2,0.978259807
1268,Quercus,3,0
1469,Quercus,4,0.979399833
796,Quercus,2,1
132,Quercus,2,0.98305104
127,Quercus,2,1
1326,Quercus,4,0.979288082
1491,Quercus,3,0.976940212
545,Quercus,6,0.971388706
43,Quercus,1,0.973458602
1494,Quercus,3,0.980881998
975,Quercus,5,0.979785209
911,Quercus,3,0.975781991
875,Quercus,4,0.978527517
40,Quercus,4,0.977774101
543,Quercus,3,0.971881599
451,Quercus,8,0.954837883
20,Quercus,31,1
860,Quercus,27,0.921364692
247,Quercus,29,0.941290153
657,Quercus,43,0.920090149
1090,Quercus,32,1
726,Quercus,28,0.926162714
433,Quercus,21,0.918274033
862,Quercus,35,0
1231,Quercus,30,0.941262981
1299,Quercus,8,0.808811583
521,Quercus,11,0.780053517
1276,Quercus,10,0.742066396
29,Quercus,19,0.791139082
885,Quercus,4,0.830618379
245,Quercus,10,0.782746429
1305,Quercus,9,0.812455865
303,Quercus,12,0.81073114
1563,Quercus,12,0.760869692
808,Quercus,13,0.831302461
1089,Quercus,6,0.753519626
194,Quercus,4,0.75177884
72,Quercus,4,0.655908674
460,Quercus,5,0.732465397
916,Quercus,4,0.669658599
298,Quercus,1,0.706882732
912,Quercus,6,0.729328556
1523,Quercus,4,0.773672916
333,Quercus,4,0.632764582
1170,Quercus,3,0.65495852
1163,Quercus,3,0.963688782
876,Quercus,4,0.982495687
481,Quercus,5,0.975340052
1552,Quercus,5,0.971482507
1337,Quercus,3,0.955701241
1120,Quercus,2,0.978142982
1323,Quercus,4,0.976366265
1399,Quercus,3,0.978749873
375,Quercus,7,0.970259235
1403,Quercus,6,0.978356917
383,Quercus,12,0.579116429
593,Quercus,17,0.658945123
420,Quercus,6,0.545257368
1582,Quercus,13,0.588023537
978,Quercus,17,0.787234043
11,Quercus,9,0.590669156
1432,Quercus,6,0.483749418
1128,Quercus,10,1
389,Quercus,18,0.590678598
356,Quercus,7,0.635862313
547,Quercus,6,1
482,Quercus,6,1
603,Quercus,11,0.939960382
171,Quercus,15,0
1222,Quercus,10,0.950066282
1359,Quercus,14,1
108,Quercus,13,1
951,Quercus,6,0.909146044
1402,Quercus,12,1
1010,Quercus,14,1
446,Quercus,9,0.517034954
355,Quercus,9,0.538362062
900,Quercus,13,0.509524177
1423,Quercus,18,0.541641733
1531,Quercus,18,0.584815917
563,Quercus,19,0.50784254
377,Quercus,9,0.497635191
1379,Quercus,15,0.568612147
1476,Quercus,9,0.569795033
468,Quercus,15,0.58224064
321,Quercus,3,0.925875822
92,Quercus,2,0.95123662
83,Quercus,4,0.962557024
1065,Quercus,3,0.961371049
813,Quercus,2,0.961058758
1278,Quercus,3,0.974117283
1569,Quercus,1,0.943748468
1549,Quercus,1,0.945472343
246,Quercus,2,0.90224452
822,Quercus,2,0.929442811
858,Quercus,12,0.559147812
936,Quercus,8,0.546952463
1500,Quercus,7,0.904761905
680,Quercus,7,0.562118205
823,Quercus,10,0.596307417
1555,Quercus,10,1
109,Quercus,10,0.564050772
438,Quercus,12,0.56066819
1341,Quercus,10,0.582600366
870,Quercus,12,0.564558872
319,Quercus,17,0
919,Quercus,18,1
84,Quercus,17,1
31,Quercus,18,1
1156,Quercus,16,1
491,Quercus,11,1
784,Quercus,20,1
1016,Quercus,23,1
444,Quercus,15,1
259,Quercus,22,0
32,Quercus,21,0
120,Quercus,28,0
190,Quercus,17,0
866,Quercus,22,0
64,Quercus,19,0.937509894
278,Quercus,25,0
327,Quercus,21,0
961,Quercus,22,0
692,Quercus,24,0
6,Quercus,28,0
323,Quercus,6,0.807929826
1187,Quercus,15,0.840302442
1557,Quercus,12,0.855112521
995,Quercus,12,0.804094224
1210,Quercus,15,0.835683774
1541,Quercus,12,0.834056772
776,Quercus,11,0.848932353
695,Quercus,10,0.826754049
1441,Quercus,13,0.828765787
850,Quercus,12,0.834068436
1375,Quercus,15,0.842265648
514,Quercus,12,0.887113908
524,Quercus,14,0.869472237
828,Quercus,13,0.887824296
1568,Quercus,16,0.91790771
1548,Quercus,11,0.876002219
350,Quercus,12,0.882151988
1515,Quercus,6,0.923456268
631,Quercus,15,0.906464029
345,Quercus,13,0.897329091
1148,Quercus,2,0.943527779
1492,Quercus,11,0.882730453
1317,Quercus,1,0.914333563
917,Quercus,3,0.936731492
280,Quercus,8,0.912670945
225,Quercus,7,0.906964211
1356,Quercus,12,0.910381231
934,Quercus,9,0.9139872
306,Quercus,3,0.93699593
379,Quercus,2,0.914585366
907,Rhododendron,3,0.983992904
927,Rhododendron,3,0.976917862
54,Rhododendron,3,0.971193973
778,Rhododendron,3,0.961610048
700,Rhododendron,2,0.973019476
710,Rhododendron,3,0.974841143
1352,Rhododendron,3,0.978116559
103,Rhododendron,3,0.977226848
1561,Rhododendron,2,0.981593124
1046,Rhododendron,3,0.981288035
1543,Salix,18,0.861036847
704,Salix,3,0.936063732
620,Salix,41,0.883024697
15,Salix,8,0.922018202
1472,Salix,42,1
1025,Salix,10,1
1073,Salix,19,1
1077,Salix,21,0.851566577
847,Salix,12,0.847091905
976,Salix,2,0.894315852
681,Salix,5,0.972482806
522,Salix,2,0.965924886
669,Salix,2,0.968804334
1201,Salix,7,0.970711319
1042,Salix,3,0.975966977
1221,Salix,2,0.970449393
1509,Salix,3,0.951223202
1532,Salix,4,0.969327201
1121,Salix,2,0.969201194
1442,Salix,3,0.982581287
798,Sorbus,35,0.939833853
1269,Sorbus,39,0.947195258
741,Sorbus,39,0.963612606
867,Sorbus,35,0.958120325
1395,Sorbus,26,0.959853988
1160,Sorbus,35,0.953653765
1200,Sorbus,35,0.944026906
714,Sorbus,46,1
1176,Sorbus,39,0.956993185
676,Sorbus,56,0.960763935
409,Tilia,39,0.941768294
959,Tilia,51,0.926564371
