id,label,number_corners,length_width_ratio,perimeter_area_ratio,ratio_of_areas,solidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Tilia_Oliveri,39,1.072507553,0.008363788,1.578774117,0.941768294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Populus_Grandidentata,4,1.183673469,0.012611259,1.746773202,0.888542518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Rhododendron_x_Russellianum,3,3.640625,0.015590526,1.403335599,0.983992904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Fagus_Sylvatica,3,1.628272251,0.011022813,1.545170772,0.942329983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Tilia_Tomentosa,36,1.278061224,0.012832208,1.492975734,0.920087832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Morus_Nigra,45,1.33819242,0.008162085,1.556178276,0.942405602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,Ilex_Cornuta,2,1.740425532,0.01561084,1.404902505,0.97469836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Quercus_Trojana,17,1.76300578,0.013377061,1.606008264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Acer_Saccharinum,65,1.084063047,0.034494114,2.984555756,0.487821227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,Betula_Pendula,27,1.609756098,0.028485274,1.980502371,0.820434278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Eucalyptus_Urnigera,2,2.301526718,0.013833596,1.508291565,0.972385735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Quercus_Alnifolia,4,1.492836676,0.011416742,1.383929795,0.96495055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Quercus_Kewensis,12,2.222222222,0.01659234,1.675188221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Quercus_Suber,2,2.166666667,0.023854545,1.533905455,0.95123662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Acer_Mono,5,1.484641638,0.021474028,2.12332989,0.788562884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Populus_Grandidentata,6,1.20045045,0.013128322,1.79690205,0.891529541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Populus_Adenopoda,1,1.533665835,0.012824709,1.877012185,0.891500793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Crataegus_Monogyna,38,1.13490364,0.017354106,1.877322856,0.830392101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Quercus_Ilex,2,2.564971751,0.020930372,1.606421046,0.948086331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Sorbus_Aria,35,1.410666667,0.012789963,1.51024339,0.939833853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Quercus_Ellipsoidalis,8,1.094007051,0.015515183,2.164152278,0.543984874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Ulmus_Bergmanniana,67,1.94973545,0.012691654,1.532603852,0.927849709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Alnus_Rubra,40,1.456,0.009620759,1.54135402,0.952509876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Rhododendron_x_Russellianum,3,3.628712871,0.015808209,1.518921636,0.976917862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Quercus_Texana,12,1.5,0.018060356,2.746983203,0.559147812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Alnus_Maximowiczii,50,1.463157895,0.016634638,1.604824805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Populus_Nigra,6,1.237762238,0.012464411,1.66728147,0.893485414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Celtis_Koraiensis,38,1.75074184,0.013650632,1.511222248,0.920462201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Liriodendron_Tulipifera,2,1.095180723,0.005643801,1.436598639,0.902647965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Morus_Nigra,51,1.215946844,0.009608939,1.546498773,0.940706929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,Quercus_Greggii,5,2.050724638,0.013221897,1.399371154,0.96629042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Alnus_Sieboldiana,55,1.951219512,0.012269224,1.712771559,0.884615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Quercus_Trojana,18,2.219269103,0.013453017,1.530826976,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Quercus_Suber,4,2.122137405,0.02838569,1.470483728,0.962557024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Quercus_Crassipes,2,3.369565217,0.024772994,1.537411054,0.968421177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Quercus_Shumardii,9,1.176591376,0.017403968,2.982708264,0.517034954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Quercus_Dolicholepis,3,1.878504673,0.011712864,1.473149459,0.969309776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Quercus_Rhysophylla,3,2.901060071,0.012489495,1.587443548,0.963688782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Eucalyptus_Neglecta,2,3.043824701,0.013043214,1.45843664,0.976383314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Quercus_Hartwissiana,6,1.725274725,0.013759968,1.737800382,0.888670625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Tilia_Platyphyllos,48,1.242,0.010612282,1.552833859,0.936043378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Quercus_Kewensis,9,2.333333333,0.013409889,1.473762765,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Acer_Rubrum,45,1.058192956,0.012725146,1.839166711,0.748488005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Olea_Europaea,2,3.300653595,0.025009619,1.748749519,0.966178804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Acer_Opalus,17,1.121779859,0.013794679,1.557100986,0.849644595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Quercus_Palustris,10,1.013986014,0.02582286,4.294489963,0.425634864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Magnolia_Heptapeta,2,1.79350348,0.009336851,1.578231067,0.970066076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Quercus_Ellipsoidalis,12,1.120670391,0.020294905,3.218235659,0.497379565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Eucalyptus_Urnigera,2,2.181818182,0.013066481,1.589568192,0.962572805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Quercus_Imbricaria,2,2.598837209,0.01011282,1.536589022,0.973003535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Acer_Palmatum,7,1.12596401,0.047282921,2.8771995,0.438322096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Salix_Fragilis,18,4.041666667,0.019387445,2.140811674,0.861036847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Viburnum_x_Rhytidophylloides,9,1.922829582,0.011996194,1.415627022,0.975196852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Betula_Austrosinensis,82,1.983014862,0.010645939,1.603868997,0.947657689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Quercus_Suber,3,2.198757764,0.022883057,1.485417916,0.961371049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Quercus_Crassifolia,9,2.029032258,0.01284214,1.481709448,0.917464833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Quercus_Palustris,13,1.071979434,0.023725181,3.660040614,0.464722312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Quercus_Ellipsoidalis,13,1.372294372,0.019238191,2.992399166,0.537446793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Cornus_Controversa,2,1.597733711,0.011516548,1.514433719,0.963072885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Celtis_Koraiensis,25,1.820895522,0.01416185,1.55422878,0.922290475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Quercus_Coccinea,10,1.370510397,0.020975087,2.915719531,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Ulmus_Bergmanniana,77,2.070247934,0.010019438,1.517996488,0.932351732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Phildelphus,4,2.137931034,0.012722627,1.644628224,0.951348797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Ulmus_Bergmanniana,77,1.924406048,0.010874497,1.613701084,0.923312398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Quercus_Texana,8,1.378723404,0.017435211,2.779170215,0.546952463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Alnus_Rubra,23,1.284,0.009821656,1.458931753,0.957809038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Alnus_Cordata,35,1.414225941,0.009097551,1.405197606,0.967937012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Acer_Pictum,4,1.242735043,0.021469433,3.231012923,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Acer_Palmatum,19,1.034825871,0.047496553,2.811661455,0.454465475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Ginkgo_Biloba,1,1.585561497,0.013461612,1.686747538,0.901960784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Morus_Nigra,44,1.301369863,0.01059705,1.459091007,0.934894419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Quercus_Chrysolepis,2,2.956692913,0.012867633,1.451539018,0.972124215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Cercis_Siliquastrum,2,1.136597938,0.011165838,1.300588316,0.974839251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Magnolia_Salicifolia,1,2.203252033,0.010605531,1.638325178,0.966038741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Populus_Adenopoda,3,1.43358396,0.012579191,1.737847222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Quercus_Coccinea,10,1.301270417,0.022346284,3.000774752,0.54463805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Quercus_Agrifolia,6,1.44047619,0.01260248,1.479758688,0.938676669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Quercus_Greggii,5,1.95112782,0.014631194,1.491798319,0.953641696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Fagus_Sylvatica,4,1.523573201,0.01041405,1.515807916,0.963608243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Alnus_Cordata,12,1.422604423,0.010834638,1.481842706,0.963043026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Alnus_Rubra,23,1.501176471,0.010771019,1.515600371,0.951161565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Acer_Rubrum,40,1.112,0.01248197,1.735549243,0.763190759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Quercus_Rhysophylla,4,3.522900763,0.012228551,1.476376246,0.982495687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Populus_Grandidentata,4,1.148230089,0.012425708,1.780648687,0.891582706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Quercus_Coccifera,4,2.030674847,0.022803897,1.432291805,0.93233394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Quercus_Cerris,13,2.751724138,0.017629022,1.760771812,0.823054731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Arundinaria_Simonii,1,12.79674797,0.023947233,1.469487203,0.955084086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Quercus_Infectoria_sub,1,2.706422018,0.016606277,1.518052097,0.93196382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Quercus_Chrysolepis,4,2.713754647,0.012732608,1.492717709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Magnolia_Heptapeta,3,1.794432548,0.008335419,1.530752261,0.970646181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Quercus_Chrysolepis,4,2.653136531,0.012652064,1.482406555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Ilex_Aquifolium,10,1.920634921,0.013056027,1.532113485,0.941051412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Quercus_x_Turneri,11,2.436482085,0.015535295,1.746188416,0.882730453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,Cytisus_Battandieri,1,2.245614035,0.020286239,1.43697479,0.978427143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Ulmus_Bergmanniana,70,2.272093023,0.011261226,1.643262822,0.924585658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Quercus_Pubescens,8,1.935064935,0.025922847,1.716943798,0.808811583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Quercus_Rhysophylla,5,3.701807229,0.009771545,1.495522902,0.975340052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Viburnum_x_Rhytidophylloides,4,1.924836601,0.011437474,1.369715393,0.97941929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Acer_Palmatum,12,1.095,0.048223019,2.856211281,0.445610141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Quercus_Trojana,17,2.183333333,0.013343369,1.494001186,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Ilex_Cornuta,3,1.657894737,0.015672908,1.341364337,0.980915913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Tilia_Platyphyllos,48,1.193181818,0.00827234,1.472821314,0.942368679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Tilia_Tomentosa,38,1.22556391,0.012707997,1.483824111,0.919879025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Acer_Opalus,5,1.139150943,0.013434664,1.557934135,0.878913582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,Quercus_x_Hispanica,15,2.630331754,0.021334769,1.658969528,0.842265648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Celtis_Koraiensis,37,1.625,0.014328041,1.460882777,0.932503635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Sorbus_Aria,39,1.386058981,0.012916321,1.466036689,0.947195258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Quercus_Cerris,14,2.157303371,0.021407959,2.076306197,0.733670835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Quercus_Palustris,16,1.184110971,0.023516273,3.922681824,0.429603418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Callicarpa_Bodinieri,10,2.848275862,0.014375138,1.82191562,0.931343412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Quercus_Chrysolepis,1,2.660377358,0.012551346,1.421154724,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Populus_Nigra,6,1.269230769,0.014156671,1.66018066,0.900761193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Quercus_x_Turneri,1,2.597972973,0.0138929,1.729954856,0.914333563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Acer_Rubrum,38,1.012288786,0.013349947,1.843336842,0.74331494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Quercus_x_Turneri,3,2.321311475,0.013237879,1.642866381,0.936731492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Quercus_Canariensis,10,2.607594937,0.017243587,1.562870801,0.918901521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Acer_Circinatum,27,1.164835165,0.023676081,1.895579993,0.70187731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Pterocarya_Stenoptera,6,3.541237113,0.017799102,1.473434011,0.966860113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Lithocarpus_Edulis,2,2.304054054,0.012516224,1.532246924,0.976330323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Quercus_x_Turneri,8,2.174311927,0.01415141,1.769854984,0.912670945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Quercus_Phellos,3,4.618090452,0.014659566,1.391259034,0.976714276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Viburnum_Tinus,3,2.1171875,0.01418455,1.491011079,0.976437244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Quercus_Phellos,2,4.519607843,0.014793192,1.429815959,0.974221702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Alnus_Rubra,46,1.493478261,0.01142869,1.637214218,0.930310639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Quercus_Semecarpifolia,6,1.211488251,0.011667403,1.353418732,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Olea_Europaea,2,3.660550459,0.030018828,1.545028243,0.977982691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Lithocarpus_Cleistocarpus,3,2.720221607,0.009383395,1.490337037,0.978258039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Liriodendron_Tulipifera,3,1.172684458,0.008091442,1.501647322,0.83615856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Acer_Pictum,6,1.261946903,0.020200484,3.063879466,0.504113918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Quercus_Alnifolia,11,1.174563591,0.011590892,1.438359607,0.940969192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Acer_Palmatum,14,1.237726098,0.043428957,2.840704303,0.461840696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Quercus_Semecarpifolia,6,1.116161616,0.011621358,1.332095345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Betula_Austrosinensis,79,1.87184874,0.010779841,1.617800089,0.933337394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Quercus_x_Hispanica,12,2.708520179,0.019023348,1.733621644,0.887113908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,Quercus_Phillyraeoides,4,2.630057803,0.019443124,1.386291189,0.979288082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Fagus_Sylvatica,2,1.712820513,0.010573002,1.524337798,0.959042876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Ginkgo_Biloba,1,1.487113402,0.014065961,1.704021129,0.824875795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Alnus_Cordata,18,1.351851852,0.009255483,1.41537084,0.971407171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Alnus_Viridis,54,1.19266055,0.017986444,1.475119717,0.923499851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Quercus_Rubra,12,1.4578125,0.018432864,2.403719582,0.579116429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Acer_Pictum,7,1.285204991,0.020689969,3.068829996,0.488605002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Prunus_Avium,59,2.444108761,0.014771696,1.699849553,0.907989183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Ulmus_Bergmanniana,59,2.1575,0.012072752,1.651808999,0.928981724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Acer_Rufinerve,58,1.133333333,0.01276018,1.802129968,0.829110174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Phildelphus,6,2.238095238,0.013512162,1.516735622,0.982341163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Acer_Mono,6,1.347079038,0.021214836,2.043934779,0.826379936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Cytisus_Battandieri,1,2.35078534,0.017853446,1.479317602,0.971922798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Acer_Mono,4,1.344512195,0.022639891,2.215706999,0.685094317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Quercus_Hartwissiana,5,1.584487535,0.013056935,1.570269428,0.925592358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Acer_Circinatum,43,1.171111111,0.024082421,1.796522859,0.699553305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Cornus_Macrophylla,4,1.892183288,0.010333018,1.522144686,0.968442359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Liquidambar_Styraciflua,6,1.318343195,0.012082253,2.65052133,0.554323986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Phildelphus,11,2.232484076,0.012230309,1.5798487,0.961951155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Quercus_Nigra,2,2.106589147,0.009943374,2.111760365,0.835655151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Alnus_Rubra,29,1.330039526,0.009864901,1.481205362,0.951978825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Quercus_Suber,2,1.96,0.022594922,1.553562647,0.961058758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Quercus_Coccinea,15,1.143598616,0.020288535,2.900971906,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Pterocarya_Stenoptera,34,3.395939086,0.01742861,1.359153114,0.966358191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Salix_Fragilis,3,3.96031746,0.01695147,1.910047847,0.936063732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Quercus_Cerris,9,2.656565657,0.016163441,1.779064206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Quercus_Ilex,2,2.626943005,0.018310358,1.575801984,0.961197044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Olea_Europaea,2,3.279069767,0.027040106,1.650444619,0.970360189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Populus_Adenopoda,4,1.322418136,0.012168857,1.586175143,0.934285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Lithocarpus_Edulis,2,2.666666667,0.013002804,1.680895529,0.959634929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Quercus_Ilex,2,2.380681818,0.02096994,1.56995657,0.955956255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Prunus_X_Shmittii,52,1.957055215,0.014605778,1.636759973,0.928463472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Viburnum_Tinus,3,2.074829932,0.012609004,1.496557767,0.952826583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Quercus_Pubescens,11,1.797202797,0.02535722,1.753345579,0.780053517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Acer_Pictum,6,1.281786942,0.021882054,3.299956677,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Alnus_Cordata,22,1.308390023,0.010278221,1.366439515,0.966463135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Acer_Platanoids,5,1.382892057,0.016940635,1.948196369,0.687915142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Phildelphus,11,2.065217391,0.010924186,1.608040201,0.956854829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Alnus_Sieboldiana,46,2.160714286,0.013753116,1.742222222,0.903089419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Celtis_Koraiensis,34,1.72,0.013669749,1.60368383,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
